ID,Type,plot_width,plot_depth,Building_Width,Building_Depth,Building_Height,xCor,yCor,Floor_Area,Footprint,Envelope,Roof_Area,Facade_Area,Number_Stories,Storey_Height,Type1_WLC,Type2_WLC,Type3_WLC,Type4_WLC,Type5_WLC
1,3,24,22,15,19,34,1089,1127,2850,285,102,285,2597,10,3.4,836874190,1661392716,751367093,930536092,0
2,3,24,22,15,18,34,1089,1149,2700,270,100,270,2514,10,3.4,836874190,1661392716,751367093,930536092,0
3,3,20.5,23,20,17,34,1113,1127,3400,340,108,340,2856,10,3.4,836874190,1661392716,751367093,930536092,0
4,3,20.5,21,15,18,34,1113,1150,2700,270,100,270,2514,10,3.4,836874190,1661392716,751367093,930536092,0
5,1,44.5,33.5,37,20,32,1089,1171,7400,740,146,740,4388,10,3.2,836874190,1661392716,751367093,930536092,0
6,4,45.5,41,29,30,48,908,1288,13920,870,166,870,6534,16,3,836874190,1661392716,751367093,930536092,0
7,3,26,43,12,30,34,908,1329,3600,360,118,360,3216,10,3.4,836874190,1661392716,751367093,930536092,0
8,3,19.5,43,17,33,34,934,1329,5610,561,134,561,3961,10,3.4,836874190,1661392716,751367093,930536092,0
9,1,26,28,22,25,22,1195,1207.5,3850,550,116,550,2618,7,3.2,836874190,1661392716,751367093,930536092,0
10,3,26.5,28,10,21,34,1221,1207.5,2100,210,96,210,2318,10,3.4,836874190,1661392716,751367093,930536092,0
11,4,27,37.5,16,24,45,1195,1235.5,5760,384,125,384,3984,15,3,836874190,1661392716,751367093,930536092,0
12,3,25.5,37.5,10,32,27,1222,1235.5,2560,320,111,320,2588,8,3.4,836874190,1661392716,751367093,930536092,0
13,3,39.5,33,22,22,34,1152.5,1288,4840,484,122,484,3476,10,3.4,836874190,1661392716,751367093,930536092,0
14,2,39.5,51,28,35,109,1152.5,1321,27440,980,235,980,14714,28,3.9,836874190,1661392716,751367093,930536092,0
15,1,48.5,33,37,26,32,963.5,1127,9620,962,158,962,4994,10,3.2,836874190,1661392716,751367093,930536092,0
16,4,48.5,34.5,30,24,78,963.5,1160,18720,720,186,720,9144,26,3,836874190,1661392716,751367093,930536092,0
17,1,42.5,29,29,22,32,969.5,1201.5,6380,638,134,638,3902,10,3.2,836874190,1661392716,751367093,930536092,0
18,3,17,23,15,19,34,969.5,1230.5,2850,285,102,285,2597,10,3.4,836874190,1661392716,751367093,930536092,0
19,3,17,19.5,13,19,34,969.5,1253.5,2470,247,98,247,2423,10,3.4,836874190,1661392716,751367093,930536092,0
20,1,25.5,42.5,16,41,32,986.5,1230.5,6560,656,146,656,4304,10,3.2,836874190,1661392716,751367093,930536092,0
21,4,27,35,16,24,45,908,1127,5760,384,125,384,3984,15,3,836874190,1661392716,751367093,930536092,0
22,3,21.5,35,13,16,34,935,1127,2080,208,92,208,2180,10,3.4,836874190,1661392716,751367093,930536092,0
23,3,48.5,32.5,30,18,34,908,1162,5400,540,130,540,3804,10,3.4,836874190,1661392716,751367093,930536092,0
24,4,35.5,35,17,24,78,1152.5,1207.5,10608,408,160,408,6804,26,3,836874190,1661392716,751367093,930536092,0
25,3,20,30.5,16,23,30,1152.5,1242.5,3312,368,108,368,2708,9,3.4,836874190,1661392716,751367093,930536092,0
26,3,15.5,30.5,8,22,34,1172.5,1242.5,1760,176,94,176,2216,10,3.4,836874190,1661392716,751367093,930536092,0
27,3,19,36,8,32,34,908,943.5,2560,256,114,256,2976,10,3.4,836874190,1661392716,751367093,930536092,0
28,1,22.5,36,22,28,28,927,943.5,5544,616,128,616,3416,9,3.2,836874190,1661392716,751367093,930536092,0
29,1,21,33.5,19,18,22,908,979.5,2394,342,96,342,1970,7,3.2,836874190,1661392716,751367093,930536092,0
30,3,20.5,33.5,8,23,34,929,979.5,1840,184,96,184,2292,10,3.4,836874190,1661392716,751367093,930536092,0
31,3,26,34,21,25,27,1152.5,940.5,4200,525,119,525,3009,8,3.4,836874190,1661392716,751367093,930536092,0
32,1,26.5,34,15,32,32,1178.5,940.5,4800,480,126,480,3488,10,3.2,836874190,1661392716,751367093,930536092,0
33,1,52.5,38.5,41,24,32,1152.5,974.5,9840,984,162,984,5144,10,3.2,836874190,1661392716,751367093,930536092,0
34,3,24,33,8,22,34,1026.5,1127,1760,176,94,176,2216,10,3.4,836874190,1661392716,751367093,930536092,0
35,3,31.5,33,21,16,27,1050.5,1127,2688,336,101,336,2334,8,3.4,836874190,1661392716,751367093,930536092,0
36,4,32,44.5,21,31,81,1026.5,1160,17577,651,185,651,9075,27,3,836874190,1661392716,751367093,930536092,0
37,3,23.5,44.5,12,30,34,1058.5,1160,3600,360,118,360,3216,10,3.4,836874190,1661392716,751367093,930536092,0
38,2,59.5,61.5,46,44,117,1026.5,1211.5,60720,2024,297,2024,23084,30,3.9,836874190,1661392716,751367093,930536092,0
39,3,22,44,16,28,27,1077,1027,3584,448,115,448,2824,8,3.4,836874190,1661392716,751367093,930536092,0
40,4,34.5,44,20,25,78,1099,1027,13000,500,168,500,7520,26,3,836874190,1661392716,751367093,930536092,0
41,1,56.5,42,43,28,19,1077,1071,7224,1204,161,1204,3902,6,3.2,836874190,1661392716,751367093,930536092,0
42,1,51.5,31,41,24,32,1196,1127,9840,984,162,984,5144,10,3.2,836874190,1661392716,751367093,930536092,0
43,3,24,42.5,14,24,30,1196,1158,3024,336,106,336,2616,9,3.4,836874190,1661392716,751367093,930536092,0
44,3,27.5,21,14,19,27,1220,1158,2128,266,93,266,2048,8,3.4,836874190,1661392716,751367093,930536092,0
45,1,27.5,21.5,16,19,32,1220,1179,3040,304,102,304,2544,10,3.2,836874190,1661392716,751367093,930536092,0
46,3,51.5,36,33,27,34,960.5,1288,8910,891,154,891,4971,10,3.4,836874190,1661392716,751367093,930536092,0
47,3,21,23,10,21,34,960.5,1324,2100,210,96,210,2318,10,3.4,836874190,1661392716,751367093,930536092,0
