ID,Type,plot_width,plot_depth,Building_Width,Building_Depth,Building_Height,xCor,yCor,Floor_Area,Footprint,Envelope,Roof_Area,Facade_Area,Number_Stories,Storey_Height,Type1_WLC,Type2_WLC,Type3_WLC,Type4_WLC,Type5_WLC
1,1,56.49999999999977,66,42,55,16,1057,1107,11550,2310,210,2310,5414,5,3.2,1627955972,1109217249,522744780,485247657,669176526
2,5,67.00000000000023,43.5,52,25,12,1126.4999999999998,1187,3900,1300,166,1300,3148,3,4,1627955972,1109217249,522744780,485247657,669176526
3,2,83.5,66,69,54,46,966.5,1107,44712,3726,292,3726,15042,12,3.9,1627955972,1109217249,522744780,485247657,669176526
4,5,56.49999999999977,45,55,33,8,1057,1187,3630,1815,184,1815,3223,2,4,1627955972,1109217249,522744780,485247657,669176526
5,1,56.49999999999977,61,40,44,19,1057,1232,10560,1760,187,1760,4952,6,3.2,1627955972,1109217249,522744780,485247657,669176526
6,5,84.49999999999977,52.5,75,34,8,1029,1041,5100,2550,226,2550,4294,2,4,1627955972,1109217249,522744780,485247657,669176526
7,5,75.5,55.5,72,36,8,966.5,916.5,5184,2592,224,2592,4320,2,4,1627955972,1109217249,522744780,485247657,669176526
8,1,49,57.5,43,56,12,966.5,1187,9632,2408,210,2408,4784,4,3.2,1627955972,1109217249,522744780,485247657,669176526
9,5,83.5,41.5,82,24,12,966.5,1251.5,5904,1968,224,1968,4512,3,4,1627955972,1109217249,522744780,485247657,669176526
10,5,64.49999999999977,46.5,52,30,8,1049,925.5,3120,1560,172,1560,2872,2,4,1627955972,1109217249,522744780,485247657,669176526
11,5,84.49999999999977,47.5,70,31,8,1029,986.5,4340,2170,210,2170,3786,2,4,1627955972,1109217249,522744780,485247657,669176526
12,5,67.00000000000023,45.5,64,28,12,1126.4999999999998,926.5,5376,1792,196,1792,4000,3,4,1627955972,1109217249,522744780,485247657,669176526
13,2,45.5,51,30,39,42,1207,1187,12870,1170,180,1170,6966,11,3.9,1627955972,1109217249,522744780,485247657,669176526
14,4,45.5,55,30,39,72,1207,1238,28080,1170,210,1170,11106,24,3,1627955972,1109217249,522744780,485247657,669176526
15,5,67.00000000000023,55.5,57,36,8,1126.4999999999998,1237.5,4104,2052,194,2052,3540,2,4,1627955972,1109217249,522744780,485247657,669176526
16,5,55.5,49,50,35,12,966.5,986.5,5250,1750,182,1750,3790,3,4,1627955972,1109217249,522744780,485247657,669176526
17,3,29,43.5,20,28,13,1126.4999999999998,986.5,2240,560,109,560,1808,4,3.4,1627955972,1109217249,522744780,485247657,669176526
18,1,38.00000000000023,43.5,22,31,19,1155.4999999999998,986.5,4092,682,125,682,2696,6,3.2,1627955972,1109217249,522744780,485247657,669176526
19,5,64,37.5,53,19,8,888,868,2014,1007,152,1007,2159,2,4,1627955972,1109217249,522744780,485247657,669176526
20,2,64,59.5,49,41,39,888,912.5,20090,2009,219,2009,9029,10,3.9,1627955972,1109217249,522744780,485247657,669176526
21,5,75.5,41.5,62,23,8,966.5,868,2852,1426,178,1426,2786,2,4,1627955972,1109217249,522744780,485247657,669176526
22,5,64.49999999999977,50.5,54,34,12,1049,868,5508,1836,188,1836,3948,3,4,1627955972,1109217249,522744780,485247657,669176526
23,5,67.00000000000023,51.5,57,36,8,1126.4999999999998,868,4104,2052,194,2052,3540,2,4,1627955972,1109217249,522744780,485247657,669176526
24,1,38.5,53,30,41,19,1207,868,7380,1230,161,1230,3928,6,3.2,1627955972,1109217249,522744780,485247657,669176526
25,1,38.5,51,21,45,16,1207,921,4725,945,148,945,3057,5,3.2,1627955972,1109217249,522744780,485247657,669176526
26,5,60.5,45.5,55,33,8,1252.5,868,3630,1815,184,1815,3223,2,4,1627955972,1109217249,522744780,485247657,669176526
27,5,60.5,51.5,52,33,8,1252.5,920.5,3432,1716,178,1716,3076,2,4,1627955972,1109217249,522744780,485247657,669176526
28,5,64,55.5,57,36,8,888,986.5,4104,2052,194,2052,3540,2,4,1627955972,1109217249,522744780,485247657,669176526
29,5,64,44.5,56,28,12,888,1049,4704,1568,180,1568,3584,3,4,1627955972,1109217249,522744780,485247657,669176526
30,1,44,51.5,26,36,16,1207,986.5,4680,936,140,936,2920,5,3.2,1627955972,1109217249,522744780,485247657,669176526
31,5,62,51.5,56,32,12,1251,986.5,5376,1792,188,1792,3904,3,4,1627955972,1109217249,522744780,485247657,669176526
32,3,48,48.5,34,31,27,1207,1045,8432,1054,157,1054,4564,8,3.4,1627955972,1109217249,522744780,485247657,669176526
33,2,64,66,50,47,62,888,1107,37600,2350,256,2350,14378,16,3.9,1627955972,1109217249,522744780,485247657,669176526
34,1,40.5,66,22,58,16,1272.5,1107,6380,1276,176,1276,3836,5,3.2,1627955972,1109217249,522744780,485247657,669176526
35,5,64,44.5,52,30,8,888,1248.5,3120,1560,172,1560,2872,2,4,1627955972,1109217249,522744780,485247657,669176526
36,5,53.5,45,52,28,12,1259.5,1248,4368,1456,172,1456,3376,3,4,1627955972,1109217249,522744780,485247657,669176526
37,5,64,39,52,28,12,888,1308,4368,1456,172,1456,3376,3,4,1627955972,1109217249,522744780,485247657,669176526
38,5,64,30.5,59,20,12,888,1347,3540,1180,170,1180,3076,3,4,1627955972,1109217249,522744780,485247657,669176526
39,1,62.5,59.5,43,44,16,966.5,1308,9460,1892,190,1892,4676,5,3.2,1627955972,1109217249,522744780,485247657,669176526
40,5,77.49999999999977,55.5,72,36,8,1036,1308,5184,2592,224,2592,4320,2,4,1627955972,1109217249,522744780,485247657,669176526
41,3,48.5,36,34,35,13,1264.5,1308,4760,1190,151,1190,2984,4,3.4,1627955972,1109217249,522744780,485247657,669176526
42,1,48.5,29.5,37,22,16,1264.5,1344,4070,814,134,814,2702,5,3.2,1627955972,1109217249,522744780,485247657,669176526
43,3,41.5,49,30,32,13,1327,923,3840,960,137,960,2572,4,3.4,1627955972,1109217249,522744780,485247657,669176526
44,5,62.5,46,55,28,8,966.5,1374.5,3080,1540,174,1540,2868,2,4,1627955972,1109217249,522744780,485247657,669176526
45,3,29,31.5,26,16,17,966.5,1420.5,2080,416,101,416,1844,5,3.4,1627955972,1109217249,522744780,485247657,669176526
46,3,33.5,31.5,17,16,17,995.5,1420.5,1360,272,83,272,1394,5,3.4,1627955972,1109217249,522744780,485247657,669176526
47,5,77.49999999999977,36.5,71,34,12,1036,1370.5,7242,2414,222,2414,4934,3,4,1627955972,1109217249,522744780,485247657,669176526
48,1,44.5,30,25,22,16,1327,1308,2750,550,110,550,2054,5,3.2,1627955972,1109217249,522744780,485247657,669176526
49,3,18,36.5,17,35,13,1327,1338,2380,595,117,595,1947,4,3.4,1627955972,1109217249,522744780,485247657,669176526
50,3,26.5,36.5,9,23,13,1345,1338,828,207,77,207,1039,4,3.4,1627955972,1109217249,522744780,485247657,669176526
51,5,84.5,39.5,80,23,8,966.5,813.5,3680,1840,214,1840,3488,2,4,1627955972,1109217249,522744780,485247657,669176526
52,5,67.5,44.5,52,25,8,805.5,868,2600,1300,162,1300,2532,2,4,1627955972,1109217249,522744780,485247657,669176526
53,5,67.5,52.5,57,36,8,805.5,919.5,4104,2052,194,2052,3540,2,4,1627955972,1109217249,522744780,485247657,669176526
54,5,64.5,54.5,53,35,12,808.5,986.5,5565,1855,188,1855,3967,3,4,1627955972,1109217249,522744780,485247657,669176526
55,5,64.5,45.5,52,32,8,808.5,1048,3328,1664,176,1664,3008,2,4,1627955972,1109217249,522744780,485247657,669176526
56,4,48.5,66,30,47,51,1327,1107,23970,1410,205,1410,9264,17,3,1627955972,1109217249,522744780,485247657,669176526
57,5,64.5,44.5,55,27,12,808.5,1187,4455,1485,176,1485,3453,3,4,1627955972,1109217249,522744780,485247657,669176526
58,2,64.5,54.5,51,38,35,808.5,1238.5,17442,1938,213,1938,8168,9,3.9,1627955972,1109217249,522744780,485247657,669176526
59,1,48.5,55,29,37,16,1327,1187,5365,1073,148,1073,3185,5,3.2,1627955972,1109217249,522744780,485247657,669176526
60,5,71.5,47,71,29,8,801.5,1308,4118,2059,208,2059,3659,2,4,1627955972,1109217249,522744780,485247657,669176526
61,5,71.5,34.5,58,17,8,801.5,1355,1972,986,158,986,2186,2,4,1627955972,1109217249,522744780,485247657,669176526
62,5,71.5,55.5,57,36,8,801.5,1396.5,4104,2052,194,2052,3540,2,4,1627955972,1109217249,522744780,485247657,669176526
63,2,64,67.5,48,51,42,888,1384.5,26928,2448,240,2448,10764,11,3.9,1627955972,1109217249,522744780,485247657,669176526
64,1,33.00000000000023,66.5,23,47,16,1160.4999999999998,1385.5,5405,1081,156,1081,3321,5,3.2,1627955972,1109217249,522744780,485247657,669176526
65,1,38.5,71.5,38,59,25,1207,1380.5,17936,2242,219,2242,7092,8,3.2,1627955972,1109217249,522744780,485247657,669176526
66,3,25,30,7,19,17,1252.5,1380.5,665,133,69,133,1017,5,3.4,1627955972,1109217249,522744780,485247657,669176526
67,3,26,41.5,23,24,17,1252.5,1410.5,2760,552,111,552,2150,5,3.4,1627955972,1109217249,522744780,485247657,669176526
68,3,34.5,41.5,29,34,27,1278.5,1410.5,7888,986,153,986,4388,8,3.4,1627955972,1109217249,522744780,485247657,669176526
69,5,77.49999999999977,38,68,29,12,1036,1414,5916,1972,206,1972,4300,3,4,1627955972,1109217249,522744780,485247657,669176526
70,5,58.5,46,53,35,8,814.5,767,3710,1855,184,1855,3263,2,4,1627955972,1109217249,522744780,485247657,669176526
71,5,58.5,40,56,32,12,814.5,813,5376,1792,188,1792,3904,3,4,1627955972,1109217249,522744780,485247657,669176526
72,2,64,51,51,38,35,888,767,17442,1938,213,1938,8168,9,3.9,1627955972,1109217249,522744780,485247657,669176526
73,5,64,35,52,25,12,888,818,3900,1300,166,1300,3148,3,4,1627955972,1109217249,522744780,485247657,669176526
74,5,84.5,39.5,82,29,8,966.5,767,4756,2378,230,2378,4154,2,4,1627955972,1109217249,522744780,485247657,669176526
75,5,55.49999999999977,39,52,30,8,1058,814,3120,1560,172,1560,2872,2,4,1627955972,1109217249,522744780,485247657,669176526
76,1,50.5,40,37,22,16,1207,767,4070,814,134,814,2702,5,3.2,1627955972,1109217249,522744780,485247657,669176526
77,5,50.5,46,50,35,12,1207,807,5250,1750,182,1750,3790,3,4,1627955972,1109217249,522744780,485247657,669176526
78,1,48.5,51,33,34,16,1264.5,767,5610,1122,150,1122,3266,5,3.2,1627955972,1109217249,522744780,485247657,669176526
79,1,48.5,35,41,20,22,1264.5,818,5740,820,144,820,3504,7,3.2,1627955972,1109217249,522744780,485247657,669176526
80,3,44.5,49,31,34,13,1327,767,4216,1054,143,1054,2744,4,3.4,1627955972,1109217249,522744780,485247657,669176526
81,3,44.5,37,34,32,17,1327,816,5440,1088,149,1088,3332,5,3.4,1627955972,1109217249,522744780,485247657,669176526
82,1,54.5,46,41,32,19,1378.5,767,7872,1312,165,1312,4086,6,3.2,1627955972,1109217249,522744780,485247657,669176526
83,5,54.5,40,53,35,12,1378.5,813,5565,1855,188,1855,3967,3,4,1627955972,1109217249,522744780,485247657,669176526
84,1,57.5,57,43,44,16,1375.5,868,9460,1892,190,1892,4676,5,3.2,1627955972,1109217249,522744780,485247657,669176526
85,1,57.5,47,43,35,19,1375.5,925,9030,1505,175,1505,4469,6,3.2,1627955972,1109217249,522744780,485247657,669176526
86,5,106,49.5,101,34,8,1327,986.5,6868,3434,278,3434,5594,2,4,1627955972,1109217249,522744780,485247657,669176526
87,5,106,50.5,90,35,8,1327,1043,6300,3150,258,3150,5150,2,4,1627955972,1109217249,522744780,485247657,669176526
88,3,50.5,29,34,22,13,1382.5,1107,2992,748,125,748,2204,4,3.4,1627955972,1109217249,522744780,485247657,669176526
89,5,50.5,37,50,20,8,1382.5,1136,2000,1000,148,1000,2120,2,4,1627955972,1109217249,522744780,485247657,669176526
90,3,30,45,11,33,23,1382.5,1248,2541,363,111,363,2387,7,3.4,1627955972,1109217249,522744780,485247657,669176526
91,3,20.5,45,13,35,13,1412.5,1248,1820,455,109,455,1703,4,3.4,1627955972,1109217249,522744780,485247657,669176526
92,1,54.5,66.5,41,49,16,1378.5,1308,10045,2009,196,2009,4889,5,3.2,1627955972,1109217249,522744780,485247657,669176526
93,1,41.5,70.5,34,62,35,1391.5,1381.5,23188,2108,227,2108,8828,11,3.2,1627955972,1109217249,522744780,485247657,669176526
94,5,80.5,33.5,65,29,8,727,767,3770,1885,196,1885,3389,2,4,1627955972,1109217249,522744780,485247657,669176526
95,5,80.5,45.5,71,27,12,727,807.5,5751,1917,208,1917,4269,3,4,1627955972,1109217249,522744780,485247657,669176526
96,5,71.5,47.5,52,33,8,727,924.5,3432,1716,178,1716,3076,2,4,1627955972,1109217249,522744780,485247657,669176526
97,2,74.5,59.5,62,47,39,727,986.5,29140,2914,257,2914,11416,10,3.9,1627955972,1109217249,522744780,485247657,669176526
98,3,43,40.5,33,32,13,727,1053,4224,1056,143,1056,2746,4,3.4,1627955972,1109217249,522744780,485247657,669176526
99,3,31.5,40.5,25,31,13,770,1053,3100,775,125,775,2231,4,3.4,1627955972,1109217249,522744780,485247657,669176526
100,2,74.5,57.5,60,39,39,727,1187,23400,2340,237,2340,10062,10,3.9,1627955972,1109217249,522744780,485247657,669176526
101,5,74.5,41.5,68,22,8,727,1251.5,2992,1496,188,1496,2936,2,4,1627955972,1109217249,522744780,485247657,669176526
102,2,67.5,59.5,56,49,50,727,1308,35672,2744,260,2744,13244,13,3.9,1627955972,1109217249,522744780,485247657,669176526
103,3,36,49.5,33,30,13,811.5,1466.5,3960,990,139,990,2628,4,3.4,1627955972,1109217249,522744780,485247657,669176526
104,3,25.5,49.5,22,36,17,847.5,1466.5,3960,792,133,792,2764,5,3.4,1627955972,1109217249,522744780,485247657,669176526
105,5,64,43,55,28,8,888,1466.5,3080,1540,174,1540,2868,2,4,1627955972,1109217249,522744780,485247657,669176526
106,5,64,35.5,61,17,12,888,1509.5,3111,1037,168,1037,2909,3,4,1627955972,1109217249,522744780,485247657,669176526
107,1,61.5,54,42,53,32,966.5,1466.5,22260,2226,222,2226,8306,10,3.2,1627955972,1109217249,522744780,485247657,669176526
