Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,211147,611.587595,0.5835198225264407,3.408235408057851
2,68515,204.715674,0.545085301161607,8.508273571140293
3,502919,1183.192217,0.5109955154554402,2.5281839889405555
4,148005,355.058982,0.4079868923256996,6.585024025627336
5,86139,159.501138,0.5919282547208401,1.4704945948368209
