ID,Type,plot_width,plot_depth,Building_Width,Building_Depth,Building_Height,xCor,yCor,Floor_Area,Footprint,Envelope,Roof_Area,Facade_Area,Number_Stories,Storey_Height,Type1_WLC,Type2_WLC,Type3_WLC,Type4_WLC,Type5_WLC
1,5,94.5,45.5,81,36,12,1079,1027,8748,2916,246,2916,5724,3,4,2568071075,2879887152,333101321,592424843,758073400
2,2,66,66,55,55,39,907,1227,30250,3025,259,3025,11605,10,3.9,2568071075,2879887152,333101321,592424843,758073400
3,1,39.5,33,28,27,25,986.5,932.5,6048,756,135,756,3506,8,3.2,2568071075,2879887152,333101321,592424843,758073400
4,1,39.5,42,29,40,16,986.5,965.5,5800,1160,154,1160,3368,5,3.2,2568071075,2879887152,333101321,592424843,758073400
5,2,67.5,75,56,57,66,1186.5,932.5,54264,3192,292,3192,18108,17,3.9,2568071075,2879887152,333101321,592424843,758073400
6,1,42,44,41,30,22,1033,932.5,8610,1230,164,1230,4354,7,3.2,2568071075,2879887152,333101321,592424843,758073400
7,1,42,31,38,23,16,1033,976.5,4370,874,138,874,2826,5,3.2,2568071075,2879887152,333101321,592424843,758073400
8,2,66,66,55,55,54,907,1147,42350,3025,274,3025,14905,14,3.9,2568071075,2879887152,333101321,592424843,758073400
9,1,57.5,66,40,61,16,1186.5,1147,12200,2440,218,2440,5672,5,3.2,2568071075,2879887152,333101321,592424843,758073400
10,5,63.5,53.5,50,35,12,1186.5,1079.5,5250,1750,182,1750,3790,3,4,2568071075,2879887152,333101321,592424843,758073400
11,5,66,37,59,26,8,907,932.5,3068,1534,178,1534,2894,2,4,2568071075,2879887152,333101321,592424843,758073400
12,5,66,38,61,32,8,907,969.5,3904,1952,194,1952,3440,2,4,2568071075,2879887152,333101321,592424843,758073400
13,5,94.5,53.5,77,35,8,1079,1079.5,5390,2695,232,2695,4487,2,4,2568071075,2879887152,333101321,592424843,758073400
14,4,46,43,27,29,51,1127.5,932.5,13311,783,163,783,6495,17,3,2568071075,2879887152,333101321,592424843,758073400
15,3,46,32,31,19,17,1127.5,975.5,2945,589,117,589,2289,5,3.4,2568071075,2879887152,333101321,592424843,758073400
16,4,47,66,29,47,48,1047,1147,21808,1363,200,1363,8659,16,3,2568071075,2879887152,333101321,592424843,758073400
17,5,66,52.5,65,34,8,907,1080.5,4420,2210,206,2210,3794,2,4,2568071075,2879887152,333101321,592424843,758073400
18,3,34,45.5,20,34,13,1186.5,1027,2720,680,121,680,2084,4,3.4,2568071075,2879887152,333101321,592424843,758073400
19,1,29.5,45.5,20,34,16,1220.5,1027,3400,680,124,680,2408,5,3.2,2568071075,2879887152,333101321,592424843,758073400
20,1,38.5,75,31,59,16,1082,932.5,9145,1829,196,1829,4709,5,3.2,2568071075,2879887152,333101321,592424843,758073400
21,5,85.5,53.5,68,36,12,986.5,1079.5,7344,2448,220,2448,4944,3,4,2568071075,2879887152,333101321,592424843,758073400
22,2,66.5,66,55,55,39,1186.5,1227,30250,3025,259,3025,11605,10,3.9,2568071075,2879887152,333101321,592424843,758073400
23,5,53.5,31,50,18,8,986.5,1147,1800,900,144,900,1988,2,4,2568071075,2879887152,333101321,592424843,758073400
24,5,53.5,35,51,23,12,986.5,1178,3519,1173,160,1173,2949,3,4,2568071075,2879887152,333101321,592424843,758073400
25,2,72.5,66,57,51,54,1101,1147,40698,2907,270,2907,14571,14,3.9,2568071075,2879887152,333101321,592424843,758073400
26,5,85.5,45.5,85,26,12,986.5,1027,6630,2210,234,2210,4874,3,4,2568071075,2879887152,333101321,592424843,758073400
27,5,66,46.5,50,35,12,907,1027,5250,1750,182,1750,3790,3,4,2568071075,2879887152,333101321,592424843,758073400
28,5,72.5,40,70,34,12,1261,932.5,7140,2380,220,2380,4876,3,4,2568071075,2879887152,333101321,592424843,758073400
29,5,72.5,35,60,25,8,1261,972.5,3000,1500,178,1500,2860,2,4,2568071075,2879887152,333101321,592424843,758073400
30,5,76.5,50.5,71,33,8,1257,1027,4686,2343,216,2343,4007,2,4,2568071075,2879887152,333101321,592424843,758073400
31,5,76.5,48.5,73,30,12,1257,1084.5,6570,2190,218,2190,4662,3,4,2568071075,2879887152,333101321,592424843,758073400
32,2,82.5,66,65,51,62,1251,1147,53040,3315,294,3315,17699,16,3.9,2568071075,2879887152,333101321,592424843,758073400
33,2,73.5,66,58,55,39,1260,1227,31900,3190,265,3190,12004,10,3.9,2568071075,2879887152,333101321,592424843,758073400
34,5,66,32,56,14,8,907,1308,1568,784,148,784,1904,2,4,2568071075,2879887152,333101321,592424843,758073400
35,4,37,40.5,23,26,42,907,1340,8372,598,140,598,4714,14,3,2568071075,2879887152,333101321,592424843,758073400
36,1,29,40.5,17,23,16,944,1340,1955,391,96,391,1671,5,3.2,2568071075,2879887152,333101321,592424843,758073400
37,4,49.5,36,30,25,75,986.5,1308,18750,750,185,750,9000,25,3,2568071075,2879887152,333101321,592424843,758073400
38,3,49.5,27,32,24,13,986.5,1344,3072,768,125,768,2224,4,3.4,2568071075,2879887152,333101321,592424843,758073400
39,1,49.5,26.5,35,22,16,986.5,1371,3850,770,130,770,2594,5,3.2,2568071075,2879887152,333101321,592424843,758073400
40,4,43,46,24,27,42,1043,1308,9072,648,144,648,4932,14,3,2568071075,2879887152,333101321,592424843,758073400
41,1,43,43.5,24,25,16,1043,1354,3000,600,114,600,2168,5,3.2,2568071075,2879887152,333101321,592424843,758073400
42,5,80.5,45.5,79,33,12,1093,1308,7821,2607,236,2607,5295,3,4,2568071075,2879887152,333101321,592424843,758073400
43,2,73.5,70.5,57,57,42,1186.5,1308,35739,3249,270,3249,12825,11,3.9,2568071075,2879887152,333101321,592424843,758073400
44,2,66.5,70.5,55,55,39,1267,1308,30250,3025,259,3025,11605,10,3.9,2568071075,2879887152,333101321,592424843,758073400
45,2,67,64,55,53,46,826.5,848,34980,2915,262,2915,12851,12,3.9,2568071075,2879887152,333101321,592424843,758073400
46,2,66,64,55,53,46,907,848,34980,2915,262,2915,12851,12,3.9,2568071075,2879887152,333101321,592424843,758073400
47,1,46.5,64,28,56,16,986.5,848,7840,1568,184,1568,4256,5,3.2,2568071075,2879887152,333101321,592424843,758073400
48,1,47,64,36,53,16,1040,848,9540,1908,194,1908,4756,5,3.2,2568071075,2879887152,333101321,592424843,758073400
49,1,43,64,31,59,16,1094,848,9145,1829,196,1829,4709,5,3.2,2568071075,2879887152,333101321,592424843,758073400
50,4,36.5,64,19,45,51,1137,848,14535,855,179,855,7383,17,3,2568071075,2879887152,333101321,592424843,758073400
51,2,80.5,64,63,51,50,1186.5,848,41769,3213,278,3213,14613,13,3.9,2568071075,2879887152,333101321,592424843,758073400
52,1,59.5,64,42,56,16,1274,848,11760,2352,212,2352,5488,5,3.2,2568071075,2879887152,333101321,592424843,758073400
53,2,67,75,53,61,35,826.5,932.5,29097,3233,263,3233,11213,9,3.9,2568071075,2879887152,333101321,592424843,758073400
54,5,67,51.5,66,33,8,826.5,1027,4356,2178,206,2178,3762,2,4,2568071075,2879887152,333101321,592424843,758073400
55,5,67,47.5,59,35,12,826.5,1085.5,6195,2065,200,2065,4321,3,4,2568071075,2879887152,333101321,592424843,758073400
56,2,67,66,52,50,58,826.5,1147,39000,2600,262,2600,14432,15,3.9,2568071075,2879887152,333101321,592424843,758073400
57,2,67,66,55,55,39,826.5,1227,30250,3025,259,3025,11605,10,3.9,2568071075,2879887152,333101321,592424843,758073400
58,5,67,40,54,22,8,826.5,1308,2376,1188,160,1188,2404,2,4,2568071075,2879887152,333101321,592424843,758073400
59,5,67,35.5,61,25,8,826.5,1348,3050,1525,180,1525,2901,2,4,2568071075,2879887152,333101321,592424843,758073400
60,5,80.5,50,64,34,8,1093,1360.5,4352,2176,204,2176,3744,2,4,2568071075,2879887152,333101321,592424843,758073400
61,1,48.5,64,29,56,16,1348,848,8120,1624,186,1624,4344,5,3.2,2568071075,2879887152,333101321,592424843,758073400
62,2,40.5,75,29,60,78,1348,932.5,34800,1740,256,1740,15624,20,3.9,2568071075,2879887152,333101321,592424843,758073400
63,4,46.5,59.5,27,41,69,1348,1027,25461,1107,205,1107,10491,23,3,2568071075,2879887152,333101321,592424843,758073400
64,1,41.5,66,38,56,19,1348,1147,12768,2128,207,2128,5700,6,3.2,2568071075,2879887152,333101321,592424843,758073400
65,1,40.5,38,32,36,19,1348,1227,6912,1152,155,1152,3736,6,3.2,2568071075,2879887152,333101321,592424843,758073400
66,3,40.5,28,21,26,13,1348,1265,2184,546,107,546,1768,4,3.4,2568071075,2879887152,333101321,592424843,758073400
67,5,67,50.5,61,35,12,826.5,1390.5,6405,2135,204,2135,4439,3,4,2568071075,2879887152,333101321,592424843,758073400
68,5,66,46.5,62,32,8,907,1387.5,3968,1984,196,1984,3488,2,4,2568071075,2879887152,333101321,592424843,758073400
69,5,82.5,55.5,68,36,12,1186.5,1385.5,7344,2448,220,2448,4944,3,4,2568071075,2879887152,333101321,592424843,758073400
70,1,57.5,59.5,39,40,16,1276,1385.5,7800,1560,174,1560,4088,5,3.2,2568071075,2879887152,333101321,592424843,758073400
71,1,46.5,60,41,52,16,1348,1308,10660,2132,202,2132,5108,5,3.2,2568071075,2879887152,333101321,592424843,758073400
72,3,46.5,40.5,32,30,13,1348,1368,3840,960,137,960,2572,4,3.4,2568071075,2879887152,333101321,592424843,758073400
73,5,101.5,51.5,95,34,8,986.5,776,6460,3230,266,3230,5294,2,4,2568071075,2879887152,333101321,592424843,758073400
74,4,48.5,48,30,32,39,986.5,1404.5,12480,960,163,960,5796,13,3,2568071075,2879887152,333101321,592424843,758073400
75,1,48.5,39.5,37,31,16,986.5,1452.5,5735,1147,152,1147,3323,5,3.2,2568071075,2879887152,333101321,592424843,758073400
76,3,20,37,9,20,13,1042,1404.5,720,180,71,180,934,4,3.4,2568071075,2879887152,333101321,592424843,758073400
77,3,24,37,18,35,13,1062,1404.5,2520,630,119,630,2008,4,3.4,2568071075,2879887152,333101321,592424843,758073400
78,1,44,50.5,42,32,16,1042,1441.5,6720,1344,164,1344,3712,5,3.2,2568071075,2879887152,333101321,592424843,758073400
79,2,80.5,74.5,68,64,42,1093,1417.5,47872,4352,306,4352,15440,11,3.9,2568071075,2879887152,333101321,592424843,758073400
80,1,55.5,40,37,33,22,1348,1415.5,8547,1221,162,1221,4301,7,3.2,2568071075,2879887152,333101321,592424843,758073400
81,3,27,36.5,10,25,13,1348,1455.5,1000,250,83,250,1160,4,3.4,2568071075,2879887152,333101321,592424843,758073400
82,4,28.5,36.5,18,25,42,1375,1455.5,6300,450,128,450,4062,14,3,2568071075,2879887152,333101321,592424843,758073400
83,2,67,58.5,56,40,105,826.5,769,60480,2240,297,2240,22400,27,3.9,2568071075,2879887152,333101321,592424843,758073400
84,1,35,63.5,27,50,16,907,764,6750,1350,170,1350,3814,5,3.2,2568071075,2879887152,333101321,592424843,758073400
85,1,31,63.5,22,46,22,942,764,7084,1012,158,1012,4004,7,3.2,2568071075,2879887152,333101321,592424843,758073400
86,2,78.5,63.5,60,46,66,1095,764,46920,2760,278,2760,16752,17,3.9,2568071075,2879887152,333101321,592424843,758073400
87,5,81.5,53.5,63,35,8,1186.5,774,4410,2205,204,2205,3773,2,4,2568071075,2879887152,333101321,592424843,758073400
88,5,58.5,30,51,19,12,1275,755,2907,969,152,969,2649,3,4,2568071075,2879887152,333101321,592424843,758073400
89,5,58.5,42.5,55,26,8,1275,785,2860,1430,170,1430,2726,2,4,2568071075,2879887152,333101321,592424843,758073400
90,1,54.5,63.5,35,44,16,1348,764,7700,1540,174,1540,4068,5,3.2,2568071075,2879887152,333101321,592424843,758073400
91,3,39,41,20,35,23,774.5,932.5,4900,700,133,700,3230,7,3.4,2568071075,2879887152,333101321,592424843,758073400
92,1,39,34,32,26,16,774.5,973.5,4160,832,132,832,2688,5,3.2,2568071075,2879887152,333101321,592424843,758073400
93,5,67,44,58,27,12,826.5,1448,4698,1566,182,1566,3606,3,4,2568071075,2879887152,333101321,592424843,758073400
94,5,66,51,53,33,12,907,1441,5247,1749,184,1749,3813,3,4,2568071075,2879887152,333101321,592424843,758073400
95,1,46,44,34,34,16,1186.5,1448,5780,1156,152,1156,3332,5,3.2,2568071075,2879887152,333101321,592424843,758073400
96,1,36.5,44,34,34,16,1232.5,1448,5780,1156,152,1156,3332,5,3.2,2568071075,2879887152,333101321,592424843,758073400
