Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,568087,1640.357828,0.5668734196333678,3.5754658644080064
2,378000,1129.210929,0.5732594830348805,6.473156948368866
3,226532,530.477552,0.5044052975939624,2.6997422795596413
4,204622,489.923429,0.41574645212239614,7.65457130031423
5,367629,680.409342,0.6104421917213387,1.4889160242274027
