Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,263957,763.219825,0.5506541932597241,5.207793232711844
2,4514860,13508.558847,0.5475560647194675,15.016297262059974
3,83501,196.025372,0.4586855070916675,4.223888713246919
4,596907,1431.668226,0.4154111291331169,10.052747252747254
5,49165,91.037186,0.5854853687442121,1.5162215506075378
