ID,Type,plot_width,plot_depth,Building_Width,Building_Depth,Building_Height,xCor,yCor,Floor_Area,Footprint,Envelope,Roof_Area,Facade_Area,Number_Stories,Storey_Height,Type1_WLC,Type2_WLC,Type3_WLC,Type4_WLC,Type5_WLC
1,1,46.5,37,34,36,16,1188,1108,6120,1224,156,1224,3464,5,3.2,1525485998,695993364,1250197574,101759871,311699908
2,1,46.5,31.5,32,31,22,1188,1145,6944,992,148,992,3764,7,3.2,1525485998,695993364,1250197574,101759871,311699908
3,3,28,37,11,21,30,947,1272.5,2079,231,94,231,2151,9,3.4,1525485998,695993364,1250197574,101759871,311699908
4,3,38,37,25,18,23,975,1272.5,3150,450,109,450,2428,7,3.4,1525485998,695993364,1250197574,101759871,311699908
5,1,29,43.5,26,43,16,947,1309.5,5590,1118,154,1118,3326,5,3.2,1525485998,695993364,1250197574,101759871,311699908
6,1,37,43.5,23,25,16,976,1309.5,2875,575,112,575,2111,5,3.2,1525485998,695993364,1250197574,101759871,311699908
7,2,64.5,56.5,54,41,66,1108.5,1195.5,37638,2214,256,2214,14754,17,3.9,1525485998,695993364,1250197574,101759871,311699908
8,1,29,34,24,22,16,1100.5,952.5,2640,528,108,528,2000,5,3.2,1525485998,695993364,1250197574,101759871,311699908
9,1,43.5,69.5,43,50,16,1129.5,952.5,10750,2150,202,2150,5126,5,3.2,1525485998,695993364,1250197574,101759871,311699908
10,3,41,33,33,27,13,1027,1108,3564,891,133,891,2451,4,3.4,1525485998,695993364,1250197574,101759871,311699908
11,1,41,25.5,23,25,16,1027,1141,2875,575,112,575,2111,5,3.2,1525485998,695993364,1250197574,101759871,311699908
12,1,33.5,30,18,19,16,1068,1108,1710,342,90,342,1526,5,3.2,1525485998,695993364,1250197574,101759871,311699908
13,1,17,28.5,16,23,19,1068,1138,2208,368,97,368,1850,6,3.2,1525485998,695993364,1250197574,101759871,311699908
14,3,16.5,28.5,13,27,17,1085,1138,1755,351,97,351,1711,5,3.4,1525485998,695993364,1250197574,101759871,311699908
15,1,34,30,32,23,16,1027,1272.5,3680,736,126,736,2496,5,3.2,1525485998,695993364,1250197574,101759871,311699908
16,3,34,38.5,16,34,13,1027,1302.5,2176,544,113,544,1844,4,3.4,1525485998,695993364,1250197574,101759871,311699908
17,3,37.5,38,25,23,13,1061,1272.5,2300,575,109,575,1823,4,3.4,1525485998,695993364,1250197574,101759871,311699908
18,3,37.5,30.5,31,18,20,1061,1310.5,3348,558,118,558,2518,6,3.4,1525485998,695993364,1250197574,101759871,311699908
19,3,32,19,14,18,17,981,1108,1260,252,81,252,1340,5,3.4,1525485998,695993364,1250197574,101759871,311699908
20,3,14,27,8,17,20,999,1127,816,136,70,136,1136,6,3.4,1525485998,695993364,1250197574,101759871,311699908
21,5,66,35.5,55,28,8,947,1154,3080,1540,174,1540,2868,2,4,1525485998,695993364,1250197574,101759871,311699908
22,2,64.5,80.5,49,67,50,1108.5,1108,42679,3283,282,3283,14883,13,3.9,1525485998,695993364,1250197574,101759871,311699908
23,1,28,62.5,26,52,16,1027,1025,6760,1352,172,1352,3848,5,3.2,1525485998,695993364,1250197574,101759871,311699908
24,3,38.5,33,22,22,13,1055,1025,1936,484,101,484,1628,4,3.4,1525485998,695993364,1250197574,101759871,311699908
25,1,38.5,29.5,20,23,19,1055,1058,2760,460,105,460,2094,6,3.2,1525485998,695993364,1250197574,101759871,311699908
26,3,50.5,32,33,30,13,1241.5,1108,3960,990,139,990,2628,4,3.4,1525485998,695993364,1250197574,101759871,311699908
27,3,22,36.5,7,18,13,1241.5,1140,504,126,63,126,776,4,3.4,1525485998,695993364,1250197574,101759871,311699908
28,3,28.5,36.5,24,28,13,1263.5,1140,2688,672,117,672,2024,4,3.4,1525485998,695993364,1250197574,101759871,311699908
29,3,30,32,21,23,23,1027,1173.5,3381,483,111,483,2507,7,3.4,1525485998,695993364,1250197574,101759871,311699908
30,3,44.5,32,33,20,17,1057,1173.5,3300,660,123,660,2462,5,3.4,1525485998,695993364,1250197574,101759871,311699908
31,3,17,22,10,20,23,1027,1205.5,1400,200,83,200,1580,7,3.4,1525485998,695993364,1250197574,101759871,311699908
32,1,31,24.5,15,20,16,1027,1227.5,1500,300,86,300,1420,5,3.2,1525485998,695993364,1250197574,101759871,311699908
33,1,43.5,46.5,25,38,16,1058,1205.5,4750,950,142,950,2966,5,3.2,1525485998,695993364,1250197574,101759871,311699908
34,1,56.5,56,39,51,16,1235.5,1272.5,9945,1989,196,1989,4869,5,3.2,1525485998,695993364,1250197574,101759871,311699908
35,3,26,26,20,17,13,1235.5,1328.5,1360,340,87,340,1302,4,3.4,1525485998,695993364,1250197574,101759871,311699908
36,3,26,18.5,21,18,17,1235.5,1354.5,1890,378,95,378,1704,5,3.4,1525485998,695993364,1250197574,101759871,311699908
37,3,18,35,11,30,20,1188,1014,1980,330,102,330,1970,6,3.4,1525485998,695993364,1250197574,101759871,311699908
38,3,23.5,35,20,32,13,1206,1014,2560,640,117,640,1992,4,3.4,1525485998,695993364,1250197574,101759871,311699908
39,1,24,38.5,20,31,16,1188,1049,3100,620,118,620,2252,5,3.2,1525485998,695993364,1250197574,101759871,311699908
40,3,17.5,38.5,15,35,17,1212,1049,2625,525,117,525,2225,5,3.4,1525485998,695993364,1250197574,101759871,311699908
41,4,30,39,19,28,42,1236.5,1014,7448,532,136,532,4480,14,3,1525485998,695993364,1250197574,101759871,311699908
42,1,25.5,39,17,22,16,1266.5,1014,1870,374,94,374,1622,5,3.2,1525485998,695993364,1250197574,101759871,311699908
43,5,55.5,34.5,53,24,8,1236.5,1053,2544,1272,162,1272,2504,2,4,1525485998,695993364,1250197574,101759871,311699908
44,3,15,24,7,18,13,980,1196.5,504,126,63,126,776,4,3.4,1525485998,695993364,1250197574,101759871,311699908
45,1,18,24,17,22,16,995,1196.5,1870,374,94,374,1622,5,3.2,1525485998,695993364,1250197574,101759871,311699908
46,1,33,31.5,16,20,16,980,1220.5,1600,320,88,320,1472,5,3.2,1525485998,695993364,1250197574,101759871,311699908
47,1,42.5,68.5,30,52,35,1249.5,1183.5,17160,1560,199,1560,7300,11,3.2,1525485998,695993364,1250197574,101759871,311699908
48,5,66,53.5,64,34,8,947,952.5,4352,2176,204,2176,3744,2,4,1525485998,695993364,1250197574,101759871,311699908
49,3,16,28,8,20,23,1027,952.5,1120,160,79,160,1448,7,3.4,1525485998,695993364,1250197574,101759871,311699908
50,3,13,28,10,21,13,1043,952.5,840,210,75,210,1016,4,3.4,1525485998,695993364,1250197574,101759871,311699908
51,1,29,37.5,18,30,19,1027,980.5,3240,540,115,540,2364,6,3.2,1525485998,695993364,1250197574,101759871,311699908
52,1,16,27,15,20,16,1056,952.5,1500,300,86,300,1420,5,3.2,1525485998,695993364,1250197574,101759871,311699908
53,3,21.5,27,8,20,20,1072,952.5,960,160,76,160,1280,6,3.4,1525485998,695993364,1250197574,101759871,311699908
54,3,37.5,38.5,20,20,17,1056,979.5,2000,400,97,400,1760,5,3.4,1525485998,695993364,1250197574,101759871,311699908
55,3,40.5,21,29,19,17,1188,1272.5,2755,551,113,551,2183,5,3.4,1525485998,695993364,1250197574,101759871,311699908
56,3,40.5,27,29,24,13,1188,1293.5,2784,696,119,696,2074,4,3.4,1525485998,695993364,1250197574,101759871,311699908
57,3,40.5,21,23,16,17,1188,1320.5,1840,368,95,368,1694,5,3.4,1525485998,695993364,1250197574,101759871,311699908
58,3,40.5,31.5,23,24,17,1188,1341.5,2760,552,111,552,2150,5,3.4,1525485998,695993364,1250197574,101759871,311699908
59,1,41,58.5,27,51,16,1100.5,1029,6885,1377,172,1377,3873,5,3.2,1525485998,695993364,1250197574,101759871,311699908
60,3,31.5,32,17,26,17,1141.5,1029,2210,442,103,442,1904,5,3.4,1525485998,695993364,1250197574,101759871,311699908
61,3,31.5,26.5,19,16,20,1141.5,1061,1824,304,90,304,1704,6,3.4,1525485998,695993364,1250197574,101759871,311699908
62,5,67.5,38,61,26,12,1105.5,1272.5,4758,1586,186,1586,3674,3,4,1525485998,695993364,1250197574,101759871,311699908
