ID,Type,plot_width,plot_depth,Building_Width,Building_Depth,Building_Height,xCor,yCor,Floor_Area,Footprint,Envelope,Roof_Area,Facade_Area,Number_Stories,Storey_Height,Type1_WLC,Type2_WLC,Type3_WLC,Type4_WLC,Type5_WLC
1,3,31.5,46,27,28,23,926.9999999999999,1187,5292,756,133,756,3286,7,3.4,605266859,200992794,1161153129,351051892,156800538
2,3,31.5,33.5,18,23,17,926.9999999999999,1233,2070,414,99,414,1808,5,3.4,605266859,200992794,1161153129,351051892,156800538
3,3,20,35,12,19,17,926.9999999999999,1273.5,1140,228,79,228,1282,5,3.4,605266859,200992794,1161153129,351051892,156800538
4,3,23,31,9,26,17,964.9999999999999,1273.5,1170,234,87,234,1424,5,3.4,605266859,200992794,1161153129,351051892,156800538
5,1,25.000000000000114,31,21,21,16,987.9999999999999,1273.5,2205,441,100,441,1785,5,3.2,605266859,200992794,1161153129,351051892,156800538
6,3,48.000000000000114,28.5,34,19,13,964.9999999999999,1304.5,2584,646,119,646,2024,4,3.4,605266859,200992794,1161153129,351051892,156800538
7,3,23,38,19,26,20,1187,920,2964,494,110,494,2294,6,3.4,605266859,200992794,1161153129,351051892,156800538
8,3,25,38,7,27,13,1210,920,756,189,81,189,1073,4,3.4,605266859,200992794,1161153129,351051892,156800538
9,1,38,22,36,18,16,1235,920,3240,648,124,648,2376,5,3.2,605266859,200992794,1161153129,351051892,156800538
10,3,17,18,10,17,13,1256,942,680,170,67,170,872,4,3.4,605266859,200992794,1161153129,351051892,156800538
11,3,19,27.5,7,27,13,1235,960,756,189,81,189,1073,4,3.4,605266859,200992794,1161153129,351051892,156800538
12,3,19,27.5,8,26,17,1254,960,1040,208,85,208,1364,5,3.4,605266859,200992794,1161153129,351051892,156800538
13,3,47.500000000000114,41,28,25,13,965.4999999999999,1187,2800,700,119,700,2078,4,3.4,605266859,200992794,1161153129,351051892,156800538
14,3,20,38.5,18,27,13,965.4999999999999,1228,1944,486,103,486,1656,4,3.4,605266859,200992794,1161153129,351051892,156800538
15,3,27.500000000000114,38.5,11,34,17,985.4999999999999,1228,1870,374,107,374,1904,5,3.4,605266859,200992794,1161153129,351051892,156800538
