Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,254021,0.733817671,75373.5,5.295689789961953
2,2757098,8.254776297,314778.75,13.610476288031277
3,76694,0.179671008,28725.5,3.8766648975156066
4,542228,1.300567729,82218.25,9.322198391651373
5,127542,0.235716828,129629.75,1.5992777406825727
