Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,505628,1.463816344,247563.0,3.206692076941127
2,467331,1.395052119,101607.75,7.269136993066547
3,538371,1.266625459,335297.0,2.376211010429586
4,91456,0.219508058,18757.000000000004,6.862459668342461
5,116312,0.215375584,119836.75000000001,1.5536283765056316
