ID,Type,plot_width,plot_depth,Building_Width,Building_Depth,Building_Height,xCor,yCor,Floor_Area,Footprint,Envelope,Roof_Area,Facade_Area,Number_Stories,Storey_Height,Type1_WLC,Type2_WLC,Type3_WLC,Type4_WLC,Type5_WLC
1,3,47,32,32,23,34,1225,971,7360,736,144,736,4476,10,3.4,170766369,921992415,236305647,1359043804,101868718
2,1,47,44.5,35,26,32,1225,1003,9100,910,154,910,4814,10,3.2,170766369,921992415,236305647,1359043804,101868718
3,4,37,41,21,30,78,1235,1175.5,16380,630,180,630,8586,26,3,170766369,921992415,236305647,1359043804,101868718
4,4,37,36.5,21,26,51,1235,1216.5,9282,546,145,546,5340,17,3,170766369,921992415,236305647,1359043804,101868718
5,4,36,42,19,26,51,1139.5,965,8398,494,141,494,5084,17,3,170766369,921992415,236305647,1359043804,101868718
6,4,36,40.5,21,25,78,1139.5,1007,13650,525,170,525,7701,26,3,170766369,921992415,236305647,1359043804,101868718
7,4,30.5,51.5,17,35,54,1241.5,1267,10710,595,158,595,6211,18,3,170766369,921992415,236305647,1359043804,101868718
8,4,30,38.5,19,28,81,1088,1067,14364,532,175,532,8146,27,3,170766369,921992415,236305647,1359043804,101868718
9,4,37,41,20,28,78,1036,928,14560,560,174,560,8048,26,3,170766369,921992415,236305647,1359043804,101868718
10,5,66,33,58,17,8,1007,976,1972,986,158,986,2186,2,4,170766369,921992415,236305647,1359043804,101868718
11,4,27,38.5,16,26,81,1007,1009,11232,416,165,416,7220,27,3,170766369,921992415,236305647,1359043804,101868718
12,4,39,38.5,21,26,51,1034,1009,9282,546,145,546,5340,17,3,170766369,921992415,236305647,1359043804,101868718
13,4,46,43.5,28,24,48,1226,1125,10752,672,152,672,5664,16,3,170766369,921992415,236305647,1359043804,101868718
14,3,35,23,26,22,30,912.5,1155.5,5148,572,126,572,3452,9,3.4,170766369,921992415,236305647,1359043804,101868718
15,3,35,24.5,26,22,30,912.5,1178.5,5148,572,126,572,3452,9,3.4,170766369,921992415,236305647,1359043804,101868718
16,2,41,55.5,24,45,109,946.5,1267,30240,1080,247,1080,16122,28,3.9,170766369,921992415,236305647,1359043804,101868718
17,2,75.5,56,60,45,54,1088,1112.5,37800,2700,264,2700,14040,14,3.9,170766369,921992415,236305647,1359043804,101868718
18,2,42.5,77.5,30,60,101,1088,1175.5,46800,1800,281,1800,19980,26,3.9,170766369,921992415,236305647,1359043804,101868718
19,4,42,39.5,23,25,63,912.5,1067,12075,575,159,575,6623,21,3,170766369,921992415,236305647,1359043804,101868718
20,4,33,39.5,17,26,54,954.5,1067,7956,442,140,442,5086,18,3,170766369,921992415,236305647,1359043804,101868718
21,2,59,55.5,48,42,78,1088,1267,40320,2016,258,2016,16056,20,3.9,170766369,921992415,236305647,1359043804,101868718
22,5,66,42.5,51,34,12,1007,1267,5202,1734,182,1734,3774,3,4,170766369,921992415,236305647,1359043804,101868718
23,5,75,35,74,26,8,912.5,1113.5,3848,1924,208,1924,3524,2,4,170766369,921992415,236305647,1359043804,101868718
24,5,66,40,62,23,12,1007,1067,4278,1426,182,1426,3466,3,4,170766369,921992415,236305647,1359043804,101868718
25,4,39.5,38,22,26,78,1188.5,1175.5,14872,572,174,572,8060,26,3,170766369,921992415,236305647,1359043804,101868718
26,4,39.5,39.5,24,26,51,1188.5,1213.5,10608,624,151,624,5724,17,3,170766369,921992415,236305647,1359043804,101868718
27,3,35.5,43,25,30,34,1182.5,971,7500,750,144,750,4490,10,3.4,170766369,921992415,236305647,1359043804,101868718
28,3,35.5,33.5,24,22,13,1182.5,1014,2112,528,105,528,1724,4,3.4,170766369,921992415,236305647,1359043804,101868718
29,4,48.5,52,30,33,54,1170.5,1067,17820,990,180,990,7794,18,3,170766369,921992415,236305647,1359043804,101868718
30,4,44.5,42,25,28,51,1088,965,11900,700,157,700,6106,17,3,170766369,921992415,236305647,1359043804,101868718
31,4,44.5,40.5,29,24,60,1088,1007,13920,696,166,696,7056,20,3,170766369,921992415,236305647,1359043804,101868718
32,4,41,43,29,29,63,912.5,1210,17661,841,179,841,8149,21,3,170766369,921992415,236305647,1359043804,101868718
33,4,34,43,21,26,51,953.5,1210,9282,546,145,546,5340,17,3,170766369,921992415,236305647,1359043804,101868718
34,3,44,38.5,32,23,34,1137.5,1214.5,7360,736,144,736,4476,10,3.4,170766369,921992415,236305647,1359043804,101868718
35,4,33,38.5,22,25,54,1007,1214.5,9900,550,148,550,5626,18,3,170766369,921992415,236305647,1359043804,101868718
36,4,33,38.5,22,27,72,1040,1214.5,14256,594,170,594,7650,24,3,170766369,921992415,236305647,1359043804,101868718
37,5,89.5,36,83,18,12,1182.5,928,4482,1494,214,1494,3918,3,4,170766369,921992415,236305647,1359043804,101868718
38,3,41,32.5,32,28,20,912.5,872.5,5376,896,140,896,3296,6,3.4,170766369,921992415,236305647,1359043804,101868718
39,3,34,32.5,22,28,20,953.5,872.5,3696,616,120,616,2616,6,3.4,170766369,921992415,236305647,1359043804,101868718
40,4,27,48.5,16,38,60,1007,872.5,12160,608,168,608,7088,20,3,170766369,921992415,236305647,1359043804,101868718
41,3,39,19,28,16,34,1034,872.5,4480,448,122,448,3440,10,3.4,170766369,921992415,236305647,1359043804,101868718
42,4,35.5,39,22,25,63,1088,872.5,11550,550,157,550,6472,21,3,170766369,921992415,236305647,1359043804,101868718
43,4,35.5,46.5,17,33,48,1088,911.5,8976,561,148,561,5361,16,3,170766369,921992415,236305647,1359043804,101868718
44,4,45,44,30,25,63,1130.5,872.5,15750,750,173,750,7680,21,3,170766369,921992415,236305647,1359043804,101868718
45,3,48,23,32,17,30,1182.5,872.5,4896,544,128,544,3484,9,3.4,170766369,921992415,236305647,1359043804,101868718
46,3,48,25.5,30,18,30,1182.5,895.5,4860,540,126,540,3420,9,3.4,170766369,921992415,236305647,1359043804,101868718
47,1,55.5,42,41,37,28,1287,872.5,13653,1517,184,1517,5885,9,3.2,170766369,921992415,236305647,1359043804,101868718
48,4,34,37.5,21,24,66,1287,1010,11088,504,156,504,6444,22,3,170766369,921992415,236305647,1359043804,101868718
49,3,24.5,37.5,14,23,34,1321,1010,3220,322,108,322,2838,10,3.4,170766369,921992415,236305647,1359043804,101868718
50,4,44.5,36,25,24,57,1287,1067,11400,600,155,600,6186,19,3,170766369,921992415,236305647,1359043804,101868718
51,4,44.5,36.5,26,25,42,1287,1103,9100,650,144,650,4934,14,3,170766369,921992415,236305647,1359043804,101868718
52,4,41,43.5,22,30,81,912.5,1329.5,17820,660,185,660,9084,27,3,170766369,921992415,236305647,1359043804,101868718
53,4,34,43.5,19,27,57,953.5,1329.5,9747,513,149,513,5757,19,3,170766369,921992415,236305647,1359043804,101868718
54,4,44,43.5,29,26,72,1088,1329.5,18096,754,182,754,8674,24,3,170766369,921992415,236305647,1359043804,101868718
55,5,61.5,43.5,51,34,12,1132,1329.5,5202,1734,182,1734,3774,3,4,170766369,921992415,236305647,1359043804,101868718
56,3,41,25,22,22,30,1200.5,1325.5,4356,484,118,484,3124,9,3.4,170766369,921992415,236305647,1359043804,101868718
57,3,20,22.5,7,21,20,1200.5,1350.5,882,147,76,147,1267,6,3.4,170766369,921992415,236305647,1359043804,101868718
58,3,21,22.5,9,16,30,1220.5,1350.5,1296,144,80,144,1644,9,3.4,170766369,921992415,236305647,1359043804,101868718
59,4,30.5,47.5,20,34,72,1241.5,1325.5,16320,680,180,680,8456,24,3,170766369,921992415,236305647,1359043804,101868718
60,3,26,21,7,20,23,1287,1267,980,140,77,140,1382,7,3.4,170766369,921992415,236305647,1359043804,101868718
61,3,26.5,21,13,20,23,1313,1267,1820,260,89,260,1778,7,3.4,170766369,921992415,236305647,1359043804,101868718
62,3,27,21,14,17,34,1287,1320,2380,238,96,238,2346,10,3.4,170766369,921992415,236305647,1359043804,101868718
