,NRHR_areas,RHR_areas,NRLR_areas,RLR_areas,NRHR_GHG,RHR_GHG,NRLR_GHG,RLR_GHG
294,587871.0,523311.0,239493.0,188127.0,1.756815108,1.256248563,0.694638351,0.443669852
295,343856.0,429551.0,189690.0,280717.0,1.031822214,1.031416201,0.5493372,0.66062954
296,656952.0,439484.0,62598.0,274704.0,1.97006139,1.055054908,0.181656915,0.648243608
297,373199.0,368026.0,204960.0,346546.0,1.117960968,0.883809299,0.594041742,0.816340526
298,477102.0,503014.0,47450.0,200378.0,1.426883382,1.207851155,0.137706433,0.472726625
299,484566.0,323055.0,75409.0,386650.0,1.451871642,0.776143926,0.218481731,0.910689116
300,218366.0,486653.0,113149.0,217960.0,0.6546735,1.168229701,0.32762111,0.514634035
301,838504.0,466837.0,186376.0,231430.0,2.50956273,1.121514743,0.540208784,0.545581539
302,447250.0,557860.0,153970.0,152393.0,1.337998167,1.338130415,0.445698263,0.358572325
303,716008.0,516380.0,170699.0,185931.0,2.138657922,1.239931525,0.494756029,0.437611241
304,439833.0,539326.0,68124.0,171318.0,1.318228551,1.294045211,0.197494488,0.403141158
305,597075.0,412954.0,225408.0,299505.0,1.785149472,0.991472159,0.652383153,0.704788766
306,886509.0,466520.0,143467.0,245843.0,2.65260741,1.119423517,0.4153157,0.579127071
307,411073.0,457413.0,159107.0,245958.0,1.230769572,1.098193398,0.46079506,0.578769473
308,1635008.0,554301.0,255882.0,134759.0,4.890943119,1.331082378,0.740973498,0.317518136
309,2233073.0,505766.0,237159.0,186630.0,6.683419569,1.213851766,0.68667804,0.438871062
310,1166128.0,513832.0,302576.0,192996.0,3.497337582,1.233106625,0.876162847,0.453655423
311,496395.0,574993.0,61506.0,131569.0,1.489139469,1.379174033,0.178671555,0.309079476
312,1554431.0,495228.0,183513.0,202147.0,4.65408393,1.188854802,0.531048105,0.47571006
313,521490.0,554896.0,50938.0,111280.0,1.563244962,1.33159283,0.147438284,0.261968043
314,354511.0,489725.0,136430.0,219447.0,1.063621182,1.175218915,0.394891285,0.515784255
315,1366474.0,595273.0,151618.0,102645.0,4.094001603,1.428074714,0.439094573,0.241181129
316,921174.0,602334.0,185325.0,107062.0,2.759979435,1.444926162,0.536470698,0.25133299
317,1013990.0,597229.0,119842.0,99802.0,3.037732695,1.433129927,0.34737461,0.235144457
318,1773614.0,574047.0,282571.0,123778.0,5.307334152,1.377833448,0.817840826,0.290603561
319,704355.0,575963.0,128729.0,105524.0,2.108562069,1.381820263,0.372642004,0.248308226
320,2167174.0,455067.0,155463.0,185161.0,6.481351761,1.092445542,0.45014688,0.434811733
321,676468.0,576316.0,93149.0,92013.0,2.025745893,1.382598851,0.269546776,0.216572667
322,5068597.0,473567.0,356268.0,215248.0,15.171846882,1.136017654,1.031051637,0.505178345
323,1670938.0,599121.0,224203.0,45898.0,5.002395756,1.437181713,0.647747042,0.108054971
324,2361069.0,587554.0,222066.0,87498.0,7.068002871,1.410658946,0.642032682,0.205445895
325,1075639.0,610872.0,94399.0,86456.0,3.216054279,1.465397022,0.273270068,0.2028963
326,1001398.0,635433.0,89159.0,47154.0,2.992529892,1.524847884,0.258163489,0.110415108
327,1034659.0,552958.0,51124.0,88353.0,3.093417594,1.32645443,0.147956291,0.206888892
328,856752.0,558494.0,63856.0,117157.0,2.566027833,1.339101244,0.184724648,0.274934232
329,1840390.0,632271.0,200358.0,46535.0,5.511825951,1.516695636,0.579275997,0.109209783
330,2110006.0,605099.0,277241.0,87090.0,6.321437214,1.451017417,0.801889369,0.204495588
331,4178265.0,553357.0,255012.0,99968.0,12.506520726,1.327864916,0.737883369,0.234759953
332,2015909.0,553856.0,243554.0,101769.0,6.03560391,1.327928242,0.705036019,0.23812312
333,3431315.0,548453.0,174124.0,90150.0,10.255713057,1.315541638,0.503560217,0.211787725
334,1135664.0,623851.0,136397.0,54918.0,3.396548208,1.496823986,0.394612066,0.128774622
335,1363217.0,593496.0,57971.0,83906.0,4.075662174,1.423165218,0.1677604,0.196723782
336,4249248.0,609420.0,311446.0,55514.0,12.722465106,1.461805035,0.900937145,0.130346396
337,2888237.0,595358.0,161387.0,39100.0,8.643282651,1.427904388,0.466821469,0.091841368
338,4130575.0,567888.0,116792.0,103555.0,12.347452143,1.3625034,0.338189179,0.242643322
339,4483624.0,519349.0,295021.0,104265.0,13.398380958,1.246312472,0.853609934,0.244550895
340,2884034.0,531855.0,285059.0,113994.0,8.632866006,1.275474066,0.823906948,0.267079771
341,4361526.0,516152.0,221504.0,78953.0,13.066424859,1.237943548,0.640680637,0.185312881
342,5400454.0,530898.0,357468.0,61464.0,16.139731308,1.273441572,1.033544811,0.144088878
343,337492.0,110896.0,461153.0,510782.0,1.006805994,0.266104781,1.335285004,1.201739178
344,214181.0,11232.0,583705.0,624070.0,0.639307581,0.027031092,1.689548483,1.468313176
345,131994.0,53199.0,609783.0,608700.0,0.394382754,0.1279032,1.764584976,1.433663515
346,449746.0,0.0,560600.0,597805.0,1.341273627,0.0,1.622766736,1.407604125
347,79986.0,84562.0,574324.0,561146.0,0.240041052,0.20309153,1.662664625,1.322298775
348,238304.0,16911.0,485534.0,625678.0,0.712124505,0.040617858,1.40615884,1.471379001
349,46899.0,153678.0,401258.0,472422.0,0.140444208,0.368475036,1.162138999,1.111876768
350,255129.0,0.0,482249.0,641809.0,0.762574764,0.0,1.396510462,1.510947767
351,199794.0,63969.0,601545.0,575742.0,0.597321438,0.153658287,1.739968578,1.355449441
352,129432.0,15419.0,385469.0,624072.0,0.38552928,0.037100626,1.116972226,1.46945792
353,186892.0,18654.0,404077.0,584047.0,0.557840859,0.044763912,1.170162239,1.3742078
354,309380.0,27912.0,416597.0,611933.0,0.923633562,0.067116774,1.206696769,1.44069498
355,147121.0,97027.0,336981.0,539015.0,0.439186107,0.232890188,0.976566939,1.269285188
356,134090.0,73782.0,432598.0,538856.0,0.400152771,0.1773306,1.252162532,1.269653804
357,184227.0,129524.0,445716.0,489686.0,0.54981945,0.310583485,1.290324273,1.152287698
358,377296.0,5400.0,402152.0,629045.0,1.126205907,0.012996306,1.164945256,1.481001099
359,154528.0,115494.0,352784.0,532058.0,0.461457606,0.277059075,1.022421052,1.251731908
360,441100.0,7344.0,368885.0,629959.0,1.31740491,0.017673516,1.068369502,1.482536121
361,143383.0,0.0,464212.0,633514.0,0.428675376,0.0,1.343433884,1.493062737
362,87783.0,51593.0,391825.0,609708.0,0.262061094,0.123917896,1.13490107,1.43393562
363,88464.0,112333.0,344471.0,529218.0,0.264418956,0.269450564,0.997389895,1.244724256
364,29205.0,79596.0,304311.0,546514.0,0.08700864,0.191152119,0.880277706,1.286483502
365,115316.0,182502.0,407363.0,467220.0,0.344341722,0.437223345,1.178593333,1.100454574
366,225904.0,100940.0,315578.0,544268.0,0.673910706,0.242361055,0.913397443,1.280971684
367,279559.0,17376.0,379269.0,629675.0,0.8354325,0.041745024,1.098283023,1.482244528
368,254077.0,112448.0,616587.0,501016.0,0.758339187,0.270308338,1.784857623,1.178262668
369,367354.0,134686.0,498496.0,443455.0,1.096090392,0.323210108,1.443246473,1.042068568
370,367176.0,175903.0,641200.0,439588.0,1.097308986,0.42178511,1.85545223,1.033487418
371,467339.0,131865.0,599942.0,470606.0,1.39378434,0.316409319,1.736440216,1.106789706
372,208644.0,88082.0,615884.0,514912.0,0.624397896,0.211186648,1.781969098,1.211222063
373,306596.0,14392.0,723224.0,627240.0,0.914009517,0.03458618,2.092083775,1.474796198
374,480237.0,27900.0,695455.0,559305.0,1.434152079,0.067086498,2.011308491,1.314574574
375,541340.0,128665.0,655721.0,483414.0,1.616679942,0.308073707,1.897243237,1.137639328
376,467331.0,91456.0,505628.0,538371.0,1.395052119,0.219508058,1.463816344,1.266625459
377,680926.0,6336.0,521067.0,559073.0,2.033835291,0.01522944,1.507971651,1.314441739
378,590293.0,74403.0,562983.0,476085.0,1.761273723,0.178769214,1.629445017,1.118566452
379,493849.0,21025.0,557881.0,555865.0,1.472334369,0.050550764,1.613961095,1.307067546
380,511496.0,5760.0,528540.0,585240.0,1.527292041,0.013854528,1.529574687,1.376156062
381,242530.0,105319.0,518764.0,534946.0,0.723815832,0.252692738,1.501490108,1.257041892
382,180508.0,26128.0,525990.0,538628.0,0.539815824,0.06284711,1.522338339,1.26692901
383,114760.0,101649.0,511495.0,493960.0,0.343330851,0.243877311,1.48012556,1.161605671
384,428760.0,35602.0,482793.0,560588.0,1.279580835,0.085530305,1.397522319,1.317950771
385,346214.0,6318.0,487506.0,588339.0,1.034467572,0.01519749,1.41095163,1.383879517
386,71698.0,297189.0,364116.0,373132.0,0.213456207,0.711806316,1.054091853,0.876368102
387,173079.0,105978.0,522982.0,491134.0,0.516376587,0.25431372,1.513251596,1.154791488
388,528118.0,54842.0,470157.0,583505.0,1.575614265,0.131594551,1.360957281,1.372462419
389,355697.0,38345.0,439553.0,561726.0,1.059794157,0.092084866,1.27208947,1.319892083
390,87595.0,125373.0,384486.0,477352.0,0.261094182,0.301145274,1.11198711,1.121021285
391,526438.0,118630.0,382698.0,511668.0,1.570883784,0.284712596,1.107633774,1.202519976
392,146922.0,55778.0,405041.0,542487.0,0.440400396,0.133932616,1.172089822,1.275262535
393,152553.0,127444.0,380359.0,488167.0,0.45586668,0.305666207,1.100432906,1.147801244
394,134881.0,205709.0,320813.0,367988.0,0.402755889,0.493018783,0.92876221,0.865221916
395,201632.0,75333.0,442901.0,501299.0,0.603554748,0.181045929,1.281366058,1.178892178
396,570047.0,169727.0,685259.0,438025.0,1.704296562,0.406696489,1.982851546,1.029057942
397,749579.0,103428.0,869388.0,483278.0,2.2395144,0.248319468,2.512897113,1.134923273
398,398947.0,156638.0,659226.0,449362.0,1.192199646,0.375501808,1.907445969,1.055836738
399,396616.0,223527.0,723151.0,409078.0,1.184287518,0.535822479,2.091909755,0.960702866
400,553286.0,134701.0,803613.0,392513.0,1.65167901,0.323245118,2.322922953,0.922407349
401,478941.0,241173.0,613750.0,359860.0,1.43076651,0.578318691,1.775555141,0.844630187
