Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,685242,1.98193005,301131.0,3.611802469916668
2,675003,2.018484384,114531.0,9.173230593607306
3,268467,0.629806458,146804.25,2.718949151426611
4,344977,0.82646531,64691.5,7.627762484384156
5,134505,0.249218814,140452.75,1.562199657954872
