Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,596269,1.72173236,229184.50000000012,4.14635740635789
2,962163,2.876935539,144485.74999999997,10.351654558609544
3,92694,0.21698407,43644.25,3.1971992515241148
4,429078,1.028390088,76784.5,7.937877512510521
5,251081,0.46472629,267874.9999999999,1.469366854521089
