Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,380359,1.100432906,188878.25,3.191486773075011
2,152553,0.45586668,38340.75,6.140498113207547
3,488167,1.147801244,279671.5,2.6191394670694184
4,127444,0.305666207,26154.25,6.940921778201375
5,131511,0.243247326,133220.5,1.6057019016513538
