Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,408951,1.181160891,151063.0,4.291781670112398
2,825949,2.466818127,135088.25,9.5764145939193
3,142228,0.333360456,67709.49999999999,3.042603031307827
4,378906,0.90815802,69584.00000000001,7.785206492705977
5,251910,0.466547268,277653.75,1.433491671254625
