Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,319358,0.922999108,121456.5,4.1909123716413506
2,532116,1.586472075,89712.50000000003,9.540659990855868
3,255494,0.599386402,135736.75,2.8327554043978043
4,344972,0.826736326,71152.25,6.9143404035696925
5,152440,0.282068192,144122.5,1.726651300028883
