Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,264798,0.765745569,91490.0,4.598225293903138
2,801940,2.398259649,120043.25,10.519418765187563
3,143005,0.335965236,67749.75,3.081954494270028
4,535849,1.284503864,97042.5,7.916279482046699
5,50743,0.09395423,52069.25,1.599653229302124
