Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,401258,1.162138999,189689.75,3.3113447918020578
2,46899,0.140444208,11156.25,6.744903462409664
3,472422,1.111876768,274512.75,2.5799232448505647
4,153678,0.368475036,29864.74999999998,7.302438850544679
5,117940,0.218242964,120499.99999999999,1.6081923176568447
