Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,169689,0.490354215,56553.75,4.801103448275862
2,1790620,5.354084346,248468.25,11.268688769353487
3,79248,0.186099719,32620.25,3.583085600605862
4,508443,1.219938693,85831.75,8.320433987505677
5,168074,0.3111811,183420.25,1.4559141042382664
