Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,234778,0.679067105,76518.0,4.711863046139643
2,2077541,6.211701075,222621.5,14.642789933853251
3,110188,0.258566108,35696.25,4.734737724113483
4,549919,1.319274029,94865.25,8.156464022841464
5,74950,0.138916544,82975.0,1.4584549523253552
