Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,376696,1.088227412,153827.25,3.797673685934999
2,648758,1.937302644,93503.25,10.940039206593452
3,124604,0.292113789,63558.25,2.9044375163893825
4,500986,1.200095231,92580.5,7.71418232771563
5,118422,0.218992356,121179.25,1.5850200600295128
