Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,371249,1.072883128,168254.0,3.540324041845074
2,687549,2.05091223,120438.25,9.048215325597386
3,194808,0.456630475,110683.75,2.59963235662075
4,431542,1.033168814,76319.5,8.231528550037673
5,118679,0.219349174,126078.25,1.5257066640955181
