Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,398026,1.152620822,198743.0,3.1827057628799205
2,83689,0.250457451,22858.25,5.656859928688511
3,552470,1.300611238,335509.75,2.472014935808018
4,69900,0.167951919,17301.5,5.656941690608182
5,123005,0.22848739,135929.75,1.4480247920020484
