Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,628607,1.815043732,246167.25000000003,4.055051582636238
2,360147,1.07911449,59921.75,9.190060923096551
3,138418,0.324275689,63649.500000000015,3.1853547963962296
4,480085,1.150947422,95294.25,7.123636269210937
5,130258,0.24088892,137145.5,1.5536405436513376
