Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,695000,2.011010335,308569.75,3.5041766508390486
2,704445,2.104939809,125150.49999999996,8.925555435891269
3,470446,1.105930602,249561.74999999997,2.8271697863754444
4,163724,0.39314236,35268.5,6.586768048598958
5,110456,0.204683368,113983.00000000006,1.5762990024688526
