ID,Type,plot_width,plot_depth,Building_Width,Building_Depth,Building_Height,xCor,yCor,Floor_Area,Footprint,Envelope,Roof_Area,Facade_Area,Number_Stories,Storey_Height,Type1_WLC,Type2_WLC,Type3_WLC,Type4_WLC,Type5_WLC
1,2,54,75,35,60,50,998,1032.5,27300,2100,240,2100,11600,13,3.9,1073928750,7934243430,84314521,1450476571,166748114
2,2,69.5,74.5,53,57,74,1192.5,937.5,57399,3021,294,3021,19301,19,3.9,1073928750,7934243430,84314521,1450476571,166748114
3,2,55.5,77.5,45,63,50,1116.5,1207,36855,2835,266,2835,13635,13,3.9,1073928750,7934243430,84314521,1450476571,166748114
4,1,55.5,32,37,26,28,1116.5,1128,8658,962,154,962,4490,9,3.2,1073928750,7934243430,84314521,1450476571,166748114
5,1,55.5,32,41,18,28,1116.5,1160,6642,738,146,738,4042,9,3.2,1073928750,7934243430,84314521,1450476571,166748114
6,2,58.5,64,44,53,117,1192.5,1128,69960,2332,311,2332,25030,30,3.9,1073928750,7934243430,84314521,1450476571,166748114
7,2,42.5,75,27,56,97,948.5,1032.5,37800,1512,263,1512,17614,25,3.9,1073928750,7934243430,84314521,1450476571,166748114
8,2,43.5,68.5,31,54,62,1128.5,943.5,26784,1674,232,1674,12214,16,3.9,1073928750,7934243430,84314521,1450476571,166748114
9,2,53.5,68.5,39,56,113,1068,943.5,63336,2184,303,2184,23654,29,3.9,1073928750,7934243430,84314521,1450476571,166748114
10,2,53.5,75,43,57,101,1192.5,1032.5,63726,2451,301,2451,22651,26,3.9,1073928750,7934243430,84314521,1450476571,166748114
11,5,75.5,37.5,59,35,12,1192.5,1207,6195,2065,200,2065,4321,3,4,1073928750,7934243430,84314521,1450476571,166748114
12,2,51,75.5,39,63,62,1001,1277.5,39312,2457,266,2457,15105,16,3.9,1073928750,7934243430,84314521,1450476571,166748114
13,4,35.5,63.5,22,46,51,957.5,1207,17204,1012,187,1012,7948,17,3,1073928750,7934243430,84314521,1450476571,166748114
14,2,41.5,64,25,45,117,1068,1128,33750,1125,257,1125,17505,30,3.9,1073928750,7934243430,84314521,1450476571,166748114
15,3,47.5,36,31,21,30,1124.5,1032.5,5859,651,134,651,3771,9,3.4,1073928750,7934243430,84314521,1450476571,166748114
16,4,47.5,39,30,26,69,1124.5,1068.5,17940,780,181,780,8508,23,3,1073928750,7934243430,84314521,1450476571,166748114
17,4,35,37,17,24,66,1192.5,1251.5,8976,408,148,408,5820,22,3,1073928750,7934243430,84314521,1450476571,166748114
18,4,40.5,37,27,26,45,1227.5,1251.5,10530,702,151,702,5472,15,3,1073928750,7934243430,84314521,1450476571,166748114
19,2,49.5,75,37,60,117,1068,1032.5,66600,2220,311,2220,24918,30,3.9,1073928750,7934243430,84314521,1450476571,166748114
20,4,32,37,20,24,57,918.5,1270.5,9120,480,145,480,5496,19,3,1073928750,7934243430,84314521,1450476571,166748114
21,2,41.5,77.5,27,63,62,1068,1207,27216,1701,242,1701,12861,16,3.9,1073928750,7934243430,84314521,1450476571,166748114
22,2,36.5,75.5,22,59,89,957.5,1277.5,29854,1298,251,1298,15716,23,3.9,1073928750,7934243430,84314521,1450476571,166748114
23,2,84.5,64,68,53,78,967.5,1128,72080,3604,320,3604,22480,20,3.9,1073928750,7934243430,84314521,1450476571,166748114
24,2,50.5,57.5,39,45,93,1192.5,1295.5,42120,1755,261,1755,17379,24,3.9,1073928750,7934243430,84314521,1450476571,166748114
25,2,54.5,61.5,35,44,66,1068,1291.5,26180,1540,224,1540,11968,17,3.9,1073928750,7934243430,84314521,1450476571,166748114
26,2,42.5,61.5,31,46,113,1129.5,1291.5,41354,1426,267,1426,18828,29,3.9,1073928750,7934243430,84314521,1450476571,166748114
27,2,40,70.5,27,55,70,914.5,868,26730,1485,234,1485,12965,18,3.9,1073928750,7934243430,84314521,1450476571,166748114
28,2,47.5,76.5,37,60,89,961.5,868,51060,2220,283,2220,19486,23,3.9,1073928750,7934243430,84314521,1450476571,166748114
29,2,36,76.5,25,60,54,1016,868,21000,1500,224,1500,10680,14,3.9,1073928750,7934243430,84314521,1450476571,166748114
30,1,53.5,28,41,23,25,1068,868,7544,943,153,943,4143,8,3.2,1073928750,7934243430,84314521,1450476571,166748114
31,3,53.5,40.5,34,21,23,1068,896,4998,714,133,714,3244,7,3.4,1073928750,7934243430,84314521,1450476571,166748114
32,2,43.5,68.5,27,55,70,1128.5,868,26730,1485,234,1485,12965,18,3.9,1073928750,7934243430,84314521,1450476571,166748114
33,2,70.5,62.5,53,44,70,1192.5,868,41976,2332,264,2332,15912,18,3.9,1073928750,7934243430,84314521,1450476571,166748114
34,2,57.5,62.5,45,48,109,1270,868,60480,2160,295,2160,22434,28,3.9,1073928750,7934243430,84314521,1450476571,166748114
35,4,31,44,18,29,75,1269,937.5,13050,522,169,522,7572,25,3,1073928750,7934243430,84314521,1450476571,166748114
36,3,27.5,44,9,35,23,1300,937.5,2205,315,111,315,2339,7,3.4,1073928750,7934243430,84314521,1450476571,166748114
37,1,58.5,30.5,41,18,28,1269,981.5,6642,738,146,738,4042,9,3.2,1073928750,7934243430,84314521,1450476571,166748114
38,5,73.5,34,60,25,8,868,1032.5,3000,1500,178,1500,2860,2,4,1073928750,7934243430,84314521,1450476571,166748114
39,5,73.5,41,73,36,12,868,1066.5,7884,2628,230,2628,5244,3,4,1073928750,7934243430,84314521,1450476571,166748114
40,5,74.5,31,55,18,12,1253,1032.5,2970,990,158,990,2742,3,4,1073928750,7934243430,84314521,1450476571,166748114
41,5,74.5,44,58,32,8,1253,1063.5,3712,1856,188,1856,3296,2,4,1073928750,7934243430,84314521,1450476571,166748114
42,2,82.5,56.5,67,38,117,868,1207,76380,2546,327,2546,27116,30,3.9,1073928750,7934243430,84314521,1450476571,166748114
43,4,43.5,44,29,33,81,868,1270.5,25839,957,205,957,11001,27,3,1073928750,7934243430,84314521,1450476571,166748114
44,4,43.5,38.5,27,28,39,868,1314.5,9828,756,149,756,5046,13,3,1073928750,7934243430,84314521,1450476571,166748114
