Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,604245,1.746282498,252685.75,3.7663444652042677
2,621142,1.857555048,121987.0,7.967751452723937
3,212263,0.497833278,113251.5,2.784927543837782
4,295774,0.709328915,62427.25,6.769794176046143
5,269212,0.498278684,302658.5,1.4323939652718474
