Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,392937,1.138190454,174297.0,3.5034862156282323
2,376393,1.123002987,64840.75,9.133812600479267
3,447719,1.053654093,233972.5,2.913234581236234
4,221087,0.530230168,42943.75,7.343436272596676
5,63365,0.11731303,67720.0,1.4966106899076501
