Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,136430,0.394891285,40475.25,5.245643209366259
2,354511,1.063621182,43925.75,12.333069517042242
3,219447,0.515784255,70661.75,4.710401339407891
4,489725,1.175218915,71509.25,9.653700774208174
5,12728,0.0235681,13024.0,1.5501156984532944
