Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,221239,0.640018361,68691.5,4.905357914925224
2,664189,1.990156656,92501.0,11.135142837982833
3,165668,0.389603014,60853.5,4.200134369414479
4,513800,1.231780921,80470.0,9.01008329679965
5,49558,0.091848812,52029.25,1.5234903971041447
