Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,723151,2.091909755,335022.5,3.4335290305273385
2,396616,1.184287518,79012.50000000003,7.855882265556136
3,409078,0.960702866,240845.50000000006,2.5464641088608135
4,223527,0.535822479,45467.249999999985,6.974049374049377
5,110504,0.204724504,113063.75,1.549633815852671
