Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,484432,1.400936849,194025.2500000001,3.963079691989894
2,660330,1.973161878,95237.24999999999,10.866901724258522
3,327615,0.768689391,157306.25,3.119897722321818
4,292264,0.701094248,58910.49999999997,7.0587496528155205
5,126118,0.233574392,132503.25,1.534875088613911
