Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,86002,0.248808668,29956.75,4.41426390011677
2,666077,1.995069519,78266.25,13.156751685143577
3,51808,0.121349022,19856.0,3.758015377919629
4,625207,1.499196857,98566.75,8.987411009167717
5,52741,0.097459946,52641.25,1.6650539459041365
