Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,63856,0.184724648,18718.0,5.290472245236122
2,856752,2.566027833,86659.74999999994,15.247207058101214
3,117157,0.274934232,40151.24999999997,4.351032913978
4,558494,1.339101244,76129.00000000004,10.508081055146842
5,54656,0.10116046,54416.74999999999,1.6083927402208542
