Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,265809,0.769864617,99182.0,4.177153722852563
2,393177,1.175853096,65585.75000000003,9.431249437797963
3,221615,0.521622069,93852.49999999999,3.5691106011192986
4,476515,1.14296645,88727.5,7.593804033433996
5,26828,0.049724812,28015.499999999996,1.5602663642443808
