Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,336981,0.976566939,165589.0,3.215375514059712
2,147121,0.439186107,34000.25,6.7535490090317545
3,539015,1.269285188,309124.25,2.6387476333319873
4,97027,0.232890188,20747.25,6.651949610077985
5,105332,0.194842348,105859.75,1.6122882409891208
