Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,511495,1.48012556,239729.75,3.376633664673564
2,114760,0.343330851,27649.75,6.561182339236454
3,493960,1.161605671,294031.0,2.5063933428049525
4,101649,0.243877311,19156.5,7.663236458215538
5,159483,0.295230066,167120.75,1.5660191624586666
