Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,179822,0.520218892,60517.75,4.761257951559201
2,542913,1.625481837,78369.0,10.789423478209027
3,161064,0.378343796,71380.25,3.4094654452506075
4,543720,1.302945951,91830.5,8.479527147680574
5,17466,0.032256264,19142.5,1.487544180896819
