Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,566693,1.637027869,239953.5,3.7027746650505895
2,794610,2.369925933,148357.25,8.640610685362743
3,160043,0.374655877,78870.25,3.042512440057222
4,358797,0.859043979,61175.0,8.432560107170556
5,256376,0.473974912,247853.5,1.695501936055605
