Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,407363,1.178593333,190814.0,3.4030859453318185
2,115316,0.344341722,27061.75,6.729556628685643
3,467220,1.100454574,279247.25,2.5376220859262237
4,182502,0.437223345,32923.5,8.106696279844531
5,87686,0.162668212,86723.5,1.6816930851624905
