ID,Type,plot_width,plot_depth,Building_Width,Building_Depth,Building_Height,xCor,yCor,Floor_Area,Footprint,Envelope,Roof_Area,Facade_Area,Number_Stories,Storey_Height,Type1_WLC,Type2_WLC,Type3_WLC,Type4_WLC,Type5_WLC
1,3,34.999999999999886,35,29,25,17,1078,1228,3625,725,125,725,2561,5,3.4,2253225358,3018607992,612363709,704477109,370316882
2,3,34.999999999999886,42.5,19,24,34,1078,1263,4560,456,120,456,3380,10,3.4,2253225358,3018607992,612363709,704477109,370316882
3,5,83.49999999999989,34,65,19,12,1029.5,920,3705,1235,180,1235,3251,3,4,2253225358,3018607992,612363709,704477109,370316882
4,1,51.999999999999886,47,40,36,35,1061,961,15840,1440,187,1440,6760,11,3.2,2253225358,3018607992,612363709,704477109,370316882
5,3,51.999999999999886,45.5,34,34,17,1061,1008,5780,1156,153,1156,3468,5,3.4,2253225358,3018607992,612363709,704477109,370316882
6,1,43.5,47,30,35,22,1126.9999999999998,1288.5,7350,1050,152,1050,3910,7,3.2,2253225358,3018607992,612363709,704477109,370316882
7,1,43.5,36.5,28,23,28,1126.9999999999998,1335.5,5796,644,130,644,3500,9,3.2,2253225358,3018607992,612363709,704477109,370316882
8,2,70.50000000000023,81.5,52,71,39,1202.4999999999998,972,36920,3692,285,3692,13286,10,3.9,2253225358,3018607992,612363709,704477109,370316882
9,1,29,36,23,19,28,1205.4999999999998,1067,3933,437,112,437,2789,9,3.2,2253225358,3018607992,612363709,704477109,370316882
10,1,38.50000000000023,36,19,20,16,1234.4999999999998,1067,1900,380,94,380,1628,5,3.2,2253225358,3018607992,612363709,704477109,370316882
11,5,67.50000000000023,43.5,66,34,8,1205.4999999999998,1103,4488,2244,208,2244,3844,2,4,2253225358,3018607992,612363709,704477109,370316882
12,5,80.5,47.5,77,35,12,926.9999999999999,961,8085,2695,236,2695,5383,3,4,2253225358,3018607992,612363709,704477109,370316882
13,3,23,35,17,26,13,926.9999999999999,1067,1768,442,99,442,1560,4,3.4,2253225358,3018607992,612363709,704477109,370316882
14,1,16.5,35,13,24,16,949.9999999999999,1067,1560,312,90,312,1496,5,3.2,2253225358,3018607992,612363709,704477109,370316882
15,4,39.5,45.5,26,29,48,926.9999999999999,1102,12064,754,158,754,6034,16,3,2253225358,3018607992,612363709,704477109,370316882
16,1,54,43,42,32,16,973.4999999999999,1067,6720,1344,164,1344,3712,5,3.2,2253225358,3018607992,612363709,704477109,370316882
