Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,583705,1.689548483,269065.75000000006,3.448738343916679
2,214181,0.639307581,54613.75,6.269981484056529
3,624070,1.468313176,401146.2500000001,2.344398164887746
4,11232,0.027031092,3547.75,4.245299064537465
5,106041,0.19648437,108667.25000000001,1.6147740380771818
