Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,321548,0.930901222,123994.5,4.054599675932639
2,357325,1.067360022,60505.5,9.311521974227677
3,439909,1.036109133,213626.5,3.1338688133359454
4,245784,0.590397984,54577.5,6.304174414876563
5,41691,0.077184282,45207.5,1.5311530198137981
