Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,185224,0.535355915,77320.25000000006,3.7427118010476983
2,513297,1.534647756,67496.25,11.85026058951524
3,147403,0.345977009,72591.25000000001,2.9547229001398145
4,442935,1.061771832,79254.50000000004,8.015544838444063
5,166835,0.308909518,176739.0,1.5222310422540353
