Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,192624,0.5581905,60779.25,4.8282439638804115
2,1136615,3.402906912,131793.25,13.330186328119273
3,180034,0.424755497,65730.0,4.0418023033922275
4,499906,1.200710522,81129.0,8.62248822809045
5,49828,0.092307668,52347.0,1.5125060709082079
