Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,624570,1.80607173,266272.0,3.6913120567375888
2,690237,2.063135448,135205.75,7.980656443757136
3,389218,0.913383874,196434.5,2.9447283704496705
4,169722,0.407238939,37337.25,6.379986655264123
5,207531,0.384522786,224316.0,1.463887928784555
