Model_ID,Density_Factor,Height,Number_People,Land_Area_km2,WLC_MtCO2,Plot_Area_m2,Street_Area_m2,Green_Area_m2,NDLR_WLC,NDHR_WLC,DLR_WLC,DHR_WLC,HOUSE_WLC,NDLR_Total,NDHR_Total,DLR_Total,DHR_Total,HOUSE_Total
118,28.84,26.14,19961,0.505352,2.95306922416,280743.5,141722.24999999994,82886.25000000004,0.65382903,0.619684932,0.803429395,0.755026557,0.121058882,37,7,124,28,15,
119,26.91,27.62,19993,0.505732,3.05766391456,258246.25000000003,100925.75000000006,146559.9999999999,0.230174475,1.142797515,0.693160482,0.841244562,0.150246422,17,9,98,29,20,
120,24.240000000000002,26.80,19995,0.50762,2.6116729606,239458.25,125445.25,142716.5,0.402604009,0.524545788,0.760055664,0.846451324,0.077975566,24,5,108,33,11,
121,33.19,30.67,19984,0.415378,3.47110887324,265932.25,145184,4261.75,0.956459097,0.823674954,0.500296257,1.125547593,0.065097742,38,11,62,32,9,
122,34.89,28.23,19954,0.70604,6.0666175192,445950.50000000006,236419.4999999999,23670.00000000002,2.051666139,2.329681044,0.545919011,0.975408268,0.163886574,92,23,81,32,25,
123,32.42,26.04,19953,0.60954,4.0319485942,365885.25,184194.75,59460,1.108725546,1.243814226,0.732859584,0.743275453,0.203225022,52,11,96,30,31,
124,32.92,26.21,19959,0.687794,5.0035758045200005,411582.5,195434.25,80777.24999999999,1.388206241,1.936850526,0.755722499,0.693190051,0.229551464,69,16,91,25,31,
125,28.32,27.32,19953,0.584865,3.5342039952,313672.25,175470.5,95722.25,0.737433239,1.114631181,0.649051361,0.863523377,0.169518048,44,12,82,30,27,
126,30.209999999999997,26.23,19957,0.504828,2.93393552924,282677.75,128501.5,93648.75,0.690034433,0.557820732,0.507132706,0.970572732,0.20833454,36,5,82,32,29,
127,26.419999999999998,27.81,19994,0.637241,3.58633233828,312726.75,134406.75,190107.5,0.806350199,1.094640171,0.627717198,0.844349033,0.213224758,38,11,92,31,25,
128,33.18,30.57,19953,0.728321,6.45120544368,443979,238683.25,45658.75,1.845808798,2.920859529,0.53272845,0.947390173,0.204360228,81,25,62,26,25,
129,34.94,29.52,19985,0.62729,5.2549511782,396004.5,177668,53617.5,1.046979505,2.519612295,0.427169093,0.95932685,0.301813252,49,23,51,29,35,
130,31.180000000000003,27.99,19960,0.68854,4.7836183492,388186,224072.75,76281.25,1.450532392,1.648671279,0.577707778,0.917353085,0.189298732,58,18,70,32,25,
131,31.169999999999998,27.48,19994,0.809932,5.6264106625600006,452576,244532,112824,1.431694609,2.514794445,0.734605519,0.618213171,0.327038124,59,21,90,24,34,
132,24.12,29.65,20000,0.676102,3.93240989116,312417.00000000006,209740.99999999994,153944,0.756957547,1.486084839,0.522893985,0.98644429,0.179975142,41,14,65,30,26,
133,28.470000000000002,28.92,19959,0.50089,2.8577636142,273061.25,117545.25,110283.5,0.555627148,0.61734288,0.550105864,0.936068389,0.198579262,26,6,59,29,21,
134,26.61,28.89,19958,0.626092,3.4297419063600003,307170.75,166100.24999999997,152821.00000000003,0.695701341,1.046887434,0.442488043,1.011377065,0.233237936,31,12,52,32,30,
135,36.54,29.12,19977,0.623616,5.4049110122799995,406679.25,210485.25,6451.5,1.585553987,2.13330732,0.509913763,0.909294007,0.266792046,57,17,53,25,29,
136,34.93,26.31,19965,0.809927,5.40745136516,509455.75,251088.5,49382.75,1.707520681,2.01323697,0.281536774,0.902154296,0.50293785,67,21,31,29,55,
137,33.17,28.27,19966,0.798186,5.99688983388,474712.5,208923.75,114549.75,1.751348208,2.560049604,0.423447298,0.889460745,0.372520124,69,23,46,25,47,
138,29.65,34.48,19955,0.569904,4.3785355383199995,307516.5,172291.24999999997,90096.25000000003,0.891953157,1.795006389,0.305563942,1.20195679,0.184009668,34,16,27,36,19,
139,26.840000000000003,29.94,20023,0.617986,3.73042451788,307550.25,173363.49999999994,137072.25000000006,0.530773763,1.5055095,0.339991781,1.050420525,0.30367951,23,12,41,31,40,
140,25.480000000000004,28.42,19953,0.85577,4.740887804600001,404872.25000000006,239441.25,211456.49999999994,1.374582391,1.68131247,0.452980004,0.92625067,0.305693808,47,16,55,33,38,
141,25.83,29.99,19974,0.749715,4.5071511312,355713,222209.75,171792.25,1.111583925,1.706288514,0.385981165,1.050497422,0.252740128,43,16,43,26,27,
142,35.27,30.07,19958,0.769003,6.86168275624,482365.5,226092.5,60545,1.785486813,3.38846385,0.360466298,0.997351945,0.32985233,71,25,41,32,43,
143,34.23,26.29,19976,0.887,5.887386489,544168,265238,77594,1.735977727,2.468159826,0.45937786,0.732381908,0.491418208,74,24,47,25,56,
144,30.759999999999998,26.55,19993,0.953046,6.04337454568,527534.75,294429.75,131081.5,1.77090132,2.589214599,0.492271581,0.68831918,0.502591622,70,21,50,27,64,
145,33.92,28.71,20036,0.640182,4.66806557656,383939.25,140090.5,116152.25,0.656509745,2.320458552,0.347376676,0.865249845,0.478419544,25,17,34,27,55,
146,28.660000000000004,31.77,19951,0.640537,4.67330685096,341050.5,173681.75,125804.75,1.079368676,1.902894396,0.287439181,1.188077743,0.215475612,40,15,31,31,24,
147,27.42,29.76,19998,0.645887,3.76049031896,328586,142066.25,175234.75,0.916374125,1.152106989,0.347577833,1.063186545,0.281193156,34,12,34,29,29,
148,24.62,30.21,19969,0.7392,3.98125909,340213.5,226672.75,172313.75,1.225797971,1.06348722,0.296054713,1.155681678,0.240178372,47,12,30,36,29,
149,32.46,30.43,19950,0.835791,6.21890470328,490677,316624.5,28489.500000000025,1.708436624,2.822259771,0.213778314,1.017528977,0.456834154,55,25,19,28,56,
150,37.24,28.30,19953,0.727373,5.47780937684,470276.25,203393,53703.75,1.428354539,2.363674101,0.256544946,0.901988087,0.527189514,49,24,22,23,58,
151,28.52,27.34,19951,0.870916,5.27969282528,452682.5,265475.25,152758.25000000003,1.171679139,2.422799103,0.327990448,0.898588706,0.458565756,41,21,35,27,61,
152,22.99,27.15,19984,1.208547,5.88036893876,499177.75,402958.5,306410.75,2.481552175,1.708276902,0.309635113,1.024124879,0.356683186,85,14,36,27,40,
153,30.85,30.41,19992,0.749956,5.42433744548,410642.25,209855,129458.75,1.854259435,1.875153717,0.244631605,1.194401124,0.255831568,65,18,24,33,30,
154,27.6,29.90,20010,0.772719,4.55257035552,388895.25,205937.74999999997,177886.00000000003,1.801126996,1.056505386,0.319177837,1.138601327,0.237096992,60,12,30,36,27,
155,24.060000000000002,30.24,19951,0.729295,3.6443428056,320656.5,183313.5,225325,0.940036739,1.01200962,0.181485959,1.194208976,0.316543168,28,11,21,34,39,
156,29.82,32.82,19955,0.478548,4.29661993384,268468.75,186339.25000000003,23739.999999999975,0.776412812,1.836881874,0.687847996,0.935220156,0.060218812,46,17,104,34,7,
157,33.44,31.21,19967,0.339616,3.2443954552800003,222258.25,95556.75,21801,0.421992652,1.140190797,0.780170933,0.87156468,0.030449224,26,9,123,27,5,
158,29.160000000000004,34.72,19951,0.398314,3.8177777861199997,219216,143846.5,35251.5,0.592084118,1.539139806,0.578978843,1.08297463,0.024568524,36,12,84,35,3,
159,26.43,29.50,19954,0.40002,2.7512001856,211322.25,110426.25,78271.5,0.561302323,0.511584681,0.900156281,0.770447107,0.007677792,37,3,145,32,1,
160,26.66,31.84,20011,0.368133,2.69806196064,197260,80691.5,90181.5,0.255767334,0.754314261,0.703720288,0.946152563,0.038078064,15,8,104,32,5,
161,28.360000000000003,29.99,19957,0.371013,2.5322717840399998,200595.00000000003,83940.49999999997,86477.5,0.421275745,0.430717443,0.811895622,0.814562549,0.053790744,20,5,133,29,8,
162,25.7,31.23,19950,0.349062,2.43154364496,179005.25,80650,89406.75,0.318498177,0.42752421,0.619112782,1.044311111,0.02206944,20,4,95,31,4,
163,34.68,32.31,19974,0.369135,3.6051665028000004,247360.25000000006,112984.99999999994,8789.749999999998,0.761668353,1.153392168,0.511150561,1.130085934,0.048839956,46,12,76,37,7,
164,35.08,33.75,19960,0.399933,4.315288429640001,266561.5,112754.25,20617.25,0.667804672,1.962738234,0.63720023,0.973383995,0.074129304,43,15,90,35,8,
165,32.76,34.11,19955,0.43466,4.2057876648,265245,123033.5,46381.5,0.391069468,2.129664705,0.560843966,0.978519645,0.145655108,26,17,83,34,17,
166,28.599999999999998,31.00,19951,0.360374,2.57867254792,206260.25,78880.75,75233,0.395703678,0.500069457,0.675313729,0.940945194,0.06661166,19,3,82,34,7,
167,25.169999999999998,35.86,20045,0.486044,3.81730872552,237292.5,153824,94927.5,0.838541512,1.282199397,0.497217417,1.160520206,0.03879131,38,12,63,35,6,
168,29.26,33.06,20044,0.452126,3.81872819708,250679.50000000003,99400.4999999999,102046.00000000007,0.50812863,1.620209664,0.669865332,0.906908755,0.113579646,20,11,91,34,16,
