Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,193913,0.560784652,71695.5,4.309512962119276
2,210448,0.62909196,35154.25,9.377312880838597
3,238497,0.55908382,118732.75,2.9556553179228358
4,394722,0.946677021,70537.5,7.908913311359789
5,109103,0.201664582,119546.25,1.454275231681268
