Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,303896,0.880287817,114029.5,4.2123238777730805
2,211154,0.633452724,41870.5,7.7378382835260275
3,350430,0.825001282,173767.0,3.0166054042886534
4,363868,0.872393462,65359.25,7.96188288066519
5,9169,0.01705253,10613.75,1.403758563937689
