ID,Type,plot_width,plot_depth,Building_Width,Building_Depth,Building_Height,xCor,yCor,Floor_Area,Footprint,Envelope,Roof_Area,Facade_Area,Number_Stories,Storey_Height,Type1_WLC,Type2_WLC,Type3_WLC,Type4_WLC,Type5_WLC
1,3,19,34,7,31,23,1148.5,1313.5,1519,217,99,217,1965,7,3.4,285513618,785741703,462271715,1153223837,73285036
2,3,24.5,34,14,24,20,1167.5,1313.5,2016,336,96,336,1856,6,3.4,285513618,785741703,462271715,1153223837,73285036
3,2,55.5,64,40,45,89,1088,988,41400,1800,259,1800,16930,23,3.9,285513618,785741703,462271715,1153223837,73285036
4,1,53.5,30,34,18,32,1088,906.5,6120,612,136,612,3940,10,3.2,285513618,785741703,462271715,1153223837,73285036
5,1,53.5,37,41,25,32,1088,936.5,10250,1025,164,1025,5249,10,3.2,285513618,785741703,462271715,1153223837,73285036
6,5,66,40,65,23,8,1007,1170,2990,1495,184,1495,2903,2,4,285513618,785741703,462271715,1153223837,73285036
7,5,66,43.5,58,36,12,1007,1210,6264,2088,200,2088,4344,3,4,285513618,785741703,462271715,1153223837,73285036
8,3,18,32,9,16,34,954,906.5,1440,144,84,144,1844,10,3.4,285513618,785741703,462271715,1153223837,73285036
9,3,21,32,16,20,30,972,906.5,2880,320,102,320,2480,9,3.4,285513618,785741703,462271715,1153223837,73285036
10,1,39,35,27,25,19,954,938.5,4050,675,123,675,2651,6,3.2,285513618,785741703,462271715,1153223837,73285036
11,5,66,38.5,63,29,8,1007,1066.5,3654,1827,192,1827,3299,2,4,285513618,785741703,462271715,1153223837,73285036
12,4,40,42,21,28,63,953,1272.5,12348,588,161,588,6762,21,3,285513618,785741703,462271715,1153223837,73285036
13,3,23,33,13,27,30,953,1314.5,3159,351,110,351,2751,9,3.4,285513618,785741703,462271715,1153223837,73285036
14,3,17,33,7,27,27,976,1314.5,1512,189,95,189,2025,8,3.4,285513618,785741703,462271715,1153223837,73285036
15,4,38.5,39,19,25,66,1212.5,1066.5,10450,475,154,475,6283,22,3,285513618,785741703,462271715,1153223837,73285036
16,3,38.5,45.5,32,26,27,1212.5,1105.5,6656,832,143,832,3964,8,3.4,285513618,785741703,462271715,1153223837,73285036
17,2,41.5,64,30,51,101,1150.5,988,39780,1530,263,1530,17892,26,3.9,285513618,785741703,462271715,1153223837,73285036
18,5,78.5,43,63,29,8,914.5,1210.5,3654,1827,192,1827,3299,2,4,285513618,785741703,462271715,1153223837,73285036
19,3,14,23,10,16,23,1007,1112,1120,160,75,160,1356,7,3.4,285513618,785741703,462271715,1153223837,73285036
20,3,21,23,13,22,34,1021,1112,2860,286,104,286,2666,10,3.4,285513618,785741703,462271715,1153223837,73285036
21,3,35,28,18,16,34,1007,1135,2880,288,102,288,2600,10,3.4,285513618,785741703,462271715,1153223837,73285036
22,3,31,30,20,20,30,1042,1112,3600,400,110,400,2800,9,3.4,285513618,785741703,462271715,1153223837,73285036
23,3,31,21,14,18,34,1042,1142,2520,252,98,252,2428,10,3.4,285513618,785741703,462271715,1153223837,73285036
24,4,46,39,29,27,57,947,1013,14877,783,169,783,7167,19,3,285513618,785741703,462271715,1153223837,73285036
25,4,47.5,35,28,24,45,1212.5,1272.5,10080,672,149,672,5352,15,3,285513618,785741703,462271715,1153223837,73285036
26,4,30,38,18,27,72,1088,1272.5,11664,486,162,486,6966,24,3,285513618,785741703,462271715,1153223837,73285036
27,3,23.5,38,8,20,27,1118,1272.5,1280,160,83,160,1672,8,3.4,285513618,785741703,462271715,1153223837,73285036
28,1,53.5,37,37,25,35,1088,1310.5,10175,925,159,925,5265,11,3.2,285513618,785741703,462271715,1153223837,73285036
29,4,37.5,64,20,45,75,1212.5,988,22500,900,205,900,10650,25,3,285513618,785741703,462271715,1153223837,73285036
30,3,28,34,27,17,20,1045,988,2754,459,108,459,2219,6,3.4,285513618,785741703,462271715,1153223837,73285036
31,1,28,30,23,27,35,1045,1022,6831,621,135,621,4121,11,3.2,285513618,785741703,462271715,1153223837,73285036
