Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,496649,1.4367838,227053.00000000003,3.4642035071076815
2,98096,0.293001153,20667.500000000033,7.523564827242379
3,451543,1.061511146,258999.75000000003,2.6244756271042116
4,171726,0.411484104,33310.0,7.47675026123302
5,121848,0.226049124,132166.50000000006,1.4629455093379107
