Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,421490,1.218915178,197191.5,3.3732288127793586
2,379438,1.133523651,89739.75000000001,6.65135174221143
3,353414,0.829864574,215187.0,2.440721275699418
4,189216,0.453652422,36830.75,7.438686152908685
5,227979,0.421937574,239699.5,1.5379306855552746
