Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,57971,0.1677604,19436.25,4.595311230455203
2,1363217,4.075662174,143596.75000000003,14.86447188003456
3,83906,0.196723782,26788.500000000007,4.643772310927856
4,593496,1.423165218,88556.50000000003,9.443881326130365
5,53020,0.098134976,55587.50000000002,1.556047955155765
