Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,80298,0.232707795,36324.00000000002,3.491369189964778
2,389596,1.162335747,61684.249999999985,10.11169436207557
3,300441,0.70627679,145537.00000000003,3.114346428941639
4,354718,0.851105273,66637.99999999999,7.4912462250005305
5,82585,0.152996918,84152.00000000003,1.5612416583171063
