Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,297097,0.858725012,114219.0,3.9740101658640983
2,1127949,3.374289561,158765.75,11.05965177190398
3,83426,0.195422105,42967.5,2.8433734939759034
4,511254,1.225853064,93767.75,7.751939865128674
5,158228,0.292693228,159653.5,1.6028526132915977
