Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,45066,0.130630392,13386.5,5.3065646158375035
2,366644,1.099994907,43795.5,12.569861323002554
3,68837,0.161564553,25805.5,3.9282677547293634
4,629565,1.509798873,94475.0,9.429283927688829
5,25868,0.047814232,31451.0,1.3036335231567808
