Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,386949,1.119018378,145398.25,4.1746912398147575
2,424002,1.266313962,72886.25,9.32728382636815
3,317701,0.746308012,150702.0,3.1472683144286493
4,313367,0.752204206,65689.75,6.732596050037867
5,111543,0.206905734,128848.0,1.3899785664440236
