Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,954567,2.756793729,414585.25000000006,3.6421170107739185
2,834170,2.489288982,144597.74999999994,9.273733390031662
3,214208,0.50186285,111371.00000000004,2.8466557695118855
4,196352,0.470958691,40326.000000000015,6.889302129749831
5,397737,0.736443678,437162.99999999994,1.4609256198347111
