ID,Type,plot_width,plot_depth,Building_Width,Building_Depth,Building_Height,xCor,yCor,Floor_Area,Footprint,Envelope,Roof_Area,Facade_Area,Number_Stories,Storey_Height,Type1_WLC,Type2_WLC,Type3_WLC,Type4_WLC,Type5_WLC
1,3,25,26,23,17,17,1072.5,968,1955,391,97,391,1751,5,3.4,1330556252,420693192,1463149365,0,204828610
2,3,27,26,9,24,17,1097.5,968,1080,216,83,216,1338,5,3.4,1330556252,420693192,1463149365,0,204828610
3,3,27,30.5,25,30,17,1072.5,994,3750,750,127,750,2620,5,3.4,1330556252,420693192,1463149365,0,204828610
4,3,25,30.5,15,16,17,1099.5,994,1200,240,79,240,1294,5,3.4,1330556252,420693192,1463149365,0,204828610
5,3,19,30,12,18,17,1124.5,968,1080,216,77,216,1236,5,3.4,1330556252,420693192,1463149365,0,204828610
6,3,24,30,17,25,17,1143.5,968,2125,425,101,425,1853,5,3.4,1330556252,420693192,1463149365,0,204828610
7,3,43,26.5,24,16,17,1124.5,998,1920,384,97,384,1744,5,3.4,1330556252,420693192,1463149365,0,204828610
8,5,67,41,55,30,8,1186.5,912,3300,1650,178,1650,3010,2,4,1330556252,420693192,1463149365,0,204828610
9,3,42.5,33,26,28,13,1125,1168.5,2912,728,121,728,2132,4,3.4,1330556252,420693192,1463149365,0,204828610
10,3,17,31.5,8,31,13,1125,1201.5,992,248,91,248,1262,4,3.4,1330556252,420693192,1463149365,0,204828610
11,3,25.5,31.5,7,25,23,1142,1201.5,1225,175,87,175,1647,7,3.4,1330556252,420693192,1463149365,0,204828610
12,3,26,35,15,16,23,1186.5,1150.5,1680,240,85,240,1666,7,3.4,1330556252,420693192,1463149365,0,204828610
13,3,38,20,29,16,17,1186.5,1185.5,2320,464,107,464,1994,5,3.4,1330556252,420693192,1463149365,0,204828610
14,3,38,27.5,21,26,17,1186.5,1205.5,2730,546,111,546,2144,5,3.4,1330556252,420693192,1463149365,0,204828610
15,1,29,47.5,16,31,16,1224.5,1185.5,2480,496,110,496,2000,5,3.2,1330556252,420693192,1463149365,0,204828610
16,3,15,26,7,22,13,1186.5,1087,616,154,71,154,908,4,3.4,1330556252,420693192,1463149365,0,204828610
17,3,15,26,7,22,13,1201.5,1087,616,154,71,154,908,4,3.4,1330556252,420693192,1463149365,0,204828610
18,3,30,30.5,11,22,17,1186.5,1113,1210,242,83,242,1364,5,3.4,1330556252,420693192,1463149365,0,204828610
19,3,37,28,34,24,17,1216.5,1087,4080,816,133,816,2788,5,3.4,1330556252,420693192,1463149365,0,204828610
20,3,37,28.5,19,27,17,1216.5,1115,2565,513,109,513,2077,5,3.4,1330556252,420693192,1463149365,0,204828610
21,5,52.5,33,51,17,12,999.5,1248,2601,867,148,867,2499,3,4,1330556252,420693192,1463149365,0,204828610
22,3,28,34.5,9,24,17,999.5,1281,1080,216,83,216,1338,5,3.4,1330556252,420693192,1463149365,0,204828610
23,3,24.5,34.5,14,17,17,1027.5,1281,1190,238,79,238,1292,5,3.4,1330556252,420693192,1463149365,0,204828610
24,1,48.5,43,41,35,16,948,968,7175,1435,168,1435,3867,5,3.2,1330556252,420693192,1463149365,0,204828610
25,3,48.5,35,31,30,13,948,1011,3720,930,135,930,2516,4,3.4,1330556252,420693192,1463149365,0,204828610
26,3,27,26,14,17,17,948,1046,1190,238,79,238,1292,5,3.4,1330556252,420693192,1463149365,0,204828610
27,3,21.5,26,16,24,17,975,1046,1920,384,97,384,1744,5,3.4,1330556252,420693192,1463149365,0,204828610
28,1,44.5,40.5,40,23,16,1072.5,1277,4600,920,142,920,2936,5,3.2,1330556252,420693192,1463149365,0,204828610
29,3,48.5,39,29,35,13,1072.5,1087,4060,1015,141,1015,2679,4,3.4,1330556252,420693192,1463149365,0,204828610
