Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,480171,1.387311354,226466.5,3.350821182209289
2,546308,1.630635363,102082.25,8.484196222312814
3,171696,0.402035638,96162.0,2.6920037629350895
4,74943,0.179667405,15841.0,6.732818255322972
5,602653,1.115408138,659154.0,1.4677660548671188
