Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,136439,0.395046619,41105.75,5.115103800552978
2,1619161,4.843795212,177141.75,14.322679375048375
3,65677,0.154192067,23118.25,4.151976356423751
4,573287,1.375239457,87467.0,9.393989545610959
5,101621,0.188090398,108379.75,1.5138223190510771
