Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,132023,0.382663573,41268.75,4.8647413753396895
2,476452,1.428178254,53093.75,13.826333621108684
3,131623,0.309460805,44522.25,4.468120136124854
4,564973,1.3563998,90497.0,8.719257361565528
5,29862,0.055354596,30384.0,1.56198347107438
