Type,Floor_Area,WLC_MtCO2e,Lot_Coverage,FSR
1,845295,2.441951295,385500.25,3.4525476116810596
2,695495,2.080491057,139642.0,7.751320687426163
3,320141,0.74981131,187563.5,2.4810111867572355
4,101592,0.243732789,25313.5,5.588579915834639
5,378992,0.700872388,383246.0,1.6113262898322738
